Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,I_inner_membrane,S_inner_membrane,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b3609,P0AG86,secB,Protein-export protein SecB,REP-1qyn,1qyn-A_clean,Protein Data Bank,17277.174799999986,7.332644003511428e-06,,12363.0,Cytosol,iJL1678,x,,
b3610,P0AC62,grxC,Glutaredoxin 3,REP-1fov,1fov-A_clean,Protein Data Bank,9137.398599999993,2.5171674472945485e-06,,4244.0,Cytosol,iJL1678,x,,
b3611,P0AG27,yibN,Uncharacterized protein YibN,REP-b3611_38_142_3fnj,b3611_38_142_3fnj-A_clean,SWISS-MODEL,15596.062499999987,,0.0032927681301675817,2060.0,Inner_Membrane,EchoLOCATION predicted,x,,
b3612,P37689,gpmI,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",REP-b3612_5_513_5vpu,b3612_5_513_5vpu-A_clean,SWISS-MODEL,56193.24160000009,1.4264344276021179e-06,,2405.0,Cytosol,iJL1678,x,,
b3613,P37690,envC,Murein hydrolase activator EnvC,REP-b3613_55_362_4cgk,b3613_55_362_4cgk-A_clean,SWISS-MODEL,46594.079600000034,9.452419138677652e-08,,21.0,Periplasm,Heinemann 2016,,,
b3614,P37691,yibQ,Uncharacterized protein YibQ,REP-b3614_22_206_4my4,b3614_22_206_4my4-A_clean,SWISS-MODEL,35352.31410000002,,,,Periplasm,EchoLOCATION predicted,,,
b3615,P11290,yibD,Uncharacterized glycosyltransferase YibD,REP-b3615_5_250_5hea,b3615_5_250_5hea-A_clean,SWISS-MODEL,40523.89780000005,,,,Cytosol,EchoLOCATION predicted,,,
b3616,P07913,tdh,L-threonine 3-dehydrogenase,REP-b3616_1_340_5kia,b3616_1_340_5kia-A_clean,SWISS-MODEL,37238.64480000004,7.058033134496966e-08,,119.0,Cytosol,iJL1678,x,,
b3617,P0AB77,kbl,2-amino-3-ketobutyrate coenzyme A ligase,REP-1fc4,1fc4-A_clean,Protein Data Bank,43116.554700000095,9.964282072231011e-08,,168.0,Cytosol,iJL1678,x,,
b3618,P25666,htrL,Protein HtrL,,,,33457.58250000002,,,,Cytosol,EchoLOCATION predicted,,,
b3619,P67910,hldD,ADP-L-glycero-D-manno-heptose-6-epimerase,REP-1eq2,1eq2-A_clean,Protein Data Bank,34892.73210000001,1.9353245477196304e-06,,3263.0,Cytosol,iJL1678,x,,
b3620,P37692,rfaF,ADP-heptose--LPS heptosyltransferase 2,REP-1psw,1psw-A_clean,Protein Data Bank,39041.68640000002,2.6096929236795508e-08,,44.0,Cytosol,iJL1678,x,,
b3621,P24173,rfaC,Lipopolysaccharide heptosyltransferase 1,REP-2h1h,2h1h-A_clean,Protein Data Bank,35543.3343,5.9311202810898875e-09,,10.0,Cytosol,iJL1678,x,,
b3622,P27243,rfaL,O-antigen ligase,,,,46877.078499999996,,,,Inner_Membrane,iJL1678,,,
b3623,P27242,waaU,"Lipopolysaccharide 1,2-N-acetylglucosaminetransferase",REP-b3623_39_355_3tov,b3623_39_355_3tov-A_clean,SWISS-MODEL,41728.92550000005,5.338008252980899e-09,,9.0,Cytosol,iJL1678,x,,
b3624,P27241,rfaZ,Lipopolysaccharide core biosynthesis protein RfaZ,,,,32919.69940000006,,,,Cytosol,iJL1678,,,
b3625,P27240,rfaY,Lipopolysaccharide core heptose(II) kinase RfaY,REP-b3625_7_182_3pvg,b3625_7_182_3pvg-A_clean,SWISS-MODEL,27460.614500000018,1.1862240562179776e-09,,2.0,Cytosol,iJL1678,x,,
b3626,P27129,rfaJ,"Lipopolysaccharide 1,2-glucosyltransferase",REP-b3626_28_298_1ss9,b3626_28_298_1ss9-A_clean,SWISS-MODEL,39039.859899999974,1.7793360843269664e-09,,3.0,Cytosol,iJL1678,x,,
b3627,P27128,rfaI,"Lipopolysaccharide 1,3-galactosyltransferase",,,,39422.703799999996,1.1862240562179776e-09,,2.0,Cytosol,iJL1678,,,
b3628,P27127,rfaB,"Lipopolysaccharide 1,6-galactosyltransferase",REP-b3628_1_357_2bis,b3628_1_357_2bis-A_clean,SWISS-MODEL,40825.44170000001,2.372448112435955e-09,,4.0,Cytosol,iJL1678,x,,
b3629,P27126,rfaS,Lipopolysaccharide core biosynthesis protein RfaS,REP-b3629_57_309_3okp,b3629_b3629_57_309_3okp-A_clean_clean,SWISS-MODEL,36730.01550000006,,,,Cytosol,iJL1678,,,
b3630,P25741,rfaP,Lipopolysaccharide core heptose(I) kinase RfaP,,,,30871.965400000023,3.5586721686539327e-09,,6.0,Cytosol,iJL1678,,,
b3631,P25740,rfaG,Lipopolysaccharide core biosynthesis protein RfaG,REP-2iw1,2iw1-A_clean,Protein Data Bank,42283.61260000006,3.5586721686539327e-09,,6.0,Cytosol,iJL1678,x,,
b3632,P25742,rfaQ,Lipopolysaccharide core heptosyltransferase RfaQ,REP-b3632_5_334_3tov,b3632_5_334_3tov-A_clean,SWISS-MODEL,38730.219000000056,2.6096929236795508e-08,,44.0,Cytosol,iJL1678,x,,
b3633,P0AC75,waaA,3-deoxy-D-manno-octulosonic acid transferase,REP-b3633_31_414_2xci,b3633_31_414_2xci-A_clean,SWISS-MODEL,47290.47050000007,7.710456365416853e-09,,13.0,Cytosol,iJL1678,x,,
b3634,P0A6I6,coaD,Phosphopantetheine adenylyltransferase,REP-5jbn,5jbn-A_clean,Protein Data Bank,17836.435500000003,2.372448112435955e-08,,40.0,Cytosol,iJL1678,x,,
b3635,P05523,mutM,Formamidopyrimidine-DNA glycosylase,REP-1k82,1k82-A_clean,Protein Data Bank,30289.704500000033,2.9655601405449437e-09,,5.0,Cytosol,EchoLOCATION predicted,x,,
b3636,P0A7N9,rpmG,50S ribosomal protein L33,REP-5afi,5afi-1_clean,Protein Data Bank,6371.503100000002,1.123235558832803e-05,,18938.0,Cytosol,iJL1678,x,,
b3637,P0A7M2,rpmB,50S ribosomal protein L28,REP-5afi,5afi-X_clean,Protein Data Bank,9006.382999999994,5.0331486705328785e-06,,8486.0,Cytosol,iJL1678,x,,
b3638,P25531,yicR,UPF0758 protein YicR,REP-b3638_26_129_3f10,b3638_26_129_3f10-A_clean,SWISS-MODEL,25343.163900000036,,,,Cytosol,EchoLOCATION predicted,,,
b3639,P0ABQ0,coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC,REP-b3639_5_237_3uk7,b3639_5_237_3uk7-A_clean,SWISS-MODEL,43437.64430000001,5.931120281089888e-08,,100.0,Cytosol,iJL1678,x,,
b3640,P06968,dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,REP-1euw,1euw-A_clean,Protein Data Bank,16155.282799999984,1.6933348402511628e-06,,2855.0,Cytosol,iJL1678,x,,
b3641,P0C093,slmA,Nucleoid occlusion factor SlmA,REP-3nxc,3nxc-A_clean,Protein Data Bank,22836.07439999999,1.4234688674615731e-08,,24.0,Cytosol,Heinemann 2016,x,,
b3642,P0A7E3,pyrE,Orotate phosphoribosyltransferase,REP-1oro,1oro-A_clean,Protein Data Bank,23566.706100000003,2.2538257068141573e-08,,38.0,Cytosol,iJL1678,x,,
b3643,P0CG19,rph,Inactive ribonuclease PH,REP-b3643_2_222_1r6m,b3643_2_222_1r6m-A_clean,SWISS-MODEL,24424.610499999995,1.6607136787051687e-08,,28.0,Cytosol,iJL1678,x,,
b3644,P23839,yicC,UPF0701 protein YicC,,,,33174.53640000004,3.19094271122636e-07,,538.0,Cytosol,EchoLOCATION predicted,,,
b3645,P23840,dinD,DNA damage-inducible protein D,,,,31077.777799999996,,,,Cytosol,EchoLOCATION predicted,,,
b3646,P0AGM2,yicG,UPF0126 inner membrane protein YicG,REP-b3646_2_200_5wue,b3646_2_200_5wue-A_clean,SWISS-MODEL,22048.147500000006,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3647,P25772,ligB,DNA ligase B,REP-b3647_26_556_1v9p,b3647_26_556_1v9p-A_clean,SWISS-MODEL,63178.604300000196,,,,Cytosol,EchoLOCATION predicted,,,
b3648,P60546,gmk,Guanylate kinase,REP-1s96,1s96-A_clean,Protein Data Bank,23592.424300000013,3.013009102793663e-07,,508.0,Cytosol,iJL1678,x,,
b3649,P0A800,rpoZ,DNA-directed RNA polymerase subunit omega,REP-5uaq,5uaq-E_clean,Protein Data Bank,10236.451399999994,5.050942031376149e-06,,8516.0,Cytosol,iJL1678,x,,
b3650,P0AG24,spoT,Bifunctional (p)ppGpp synthase/hydrolase SpoT,REP-b3650_3_701_5kpw,b3650_3_701_5kpw-A_clean,SWISS-MODEL,79341.5360000004,5.9311202810898875e-09,,10.0,Cytosol,iJL1678,x,,
b3651,P0AGJ2,trmH,tRNA (guanosine(18)-2'-O)-methyltransferase,REP-b3651_1_190_1v2x,b3651_1_190_1v2x-A_clean,SWISS-MODEL,25342.814599999983,3.855228182708427e-08,,65.0,Cytosol,iJL1678,x,,
b3652,P24230,recG,ATP-dependent DNA helicase RecG,REP-b3652_16_658_1gm5,b3652_16_658_1gm5-A_clean,SWISS-MODEL,76429.47780000031,1.1862240562179776e-09,,2.0,Cytosol,Heinemann 2016,x,,
b3653,P0AER8,gltS,Sodium/glutamate symporter,,,,42424.63480000005,,,,Inner_Membrane,iJL1678,,,
b3654,P0AGM9,xanP,Xanthine permease XanP,,,,48867.48370000003,,,,Inner_Membrane,iJL1678,,,
b3655,P31433,yicH,AsmA family protein YicH,,,,62271.64880000012,,1.9181173573791738e-05,12.0,Inner_Membrane,EchoLOCATION predicted,,,
b3656,P31434,yicI,Alpha-xylosidase,REP-2f2h,2f2h-A_clean,Protein Data Bank,88078.32690000041,,,,Cytosol,EchoLOCATION predicted,,,
b3657,P31435,yicJ,Inner membrane symporter YicJ,,,,50947.87840000004,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3659,P31436,setC,Sugar efflux transporter C,,,,43492.888999999996,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3660,P31437,yicL,Uncharacterized inner membrane transporter YicL,,,,33112.085300000006,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3661,P04846,nlpA,Lipoprotein 28,REP-b3661_30_272_4yah,b3661_30_272_4yah-A_clean,SWISS-MODEL,29423.21450000003,,0.0025063400136421205,1568.0,Inner_Membrane,Heinemann 2016,x,,
b3662,P0ADL1,nepI,Purine ribonucleoside efflux pump NepI,,,,41841.53710000002,,,,Cytosol,Arbitrary assignment,,,
b3663,P0ADL3,yicN,Uncharacterized protein YicN,REP-b3663_22_146_5tf3,b3663_22_146_5tf3-A_clean,SWISS-MODEL,17218.810899999986,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3664,P31440,adeQ,Adenine permease AdeQ,,,,46933.092700000096,,,,Cytosol,Arbitrary assignment,,,
b3665,P31441,ade,Adenine deaminase,REP-b3665_15_587_3t81,b3665_b3665_15_587_3t81-A_clean_clean,SWISS-MODEL,63738.62760000025,1.1862240562179776e-09,,2.0,Cytosol,iJL1678,x,,
b3666,P0AGC0,uhpT,Hexose-6-phosphate:phosphate antiporter,,,,50605.988900000004,,,,Inner_Membrane,iJL1678,,,
b3667,P09836,uhpC,Membrane sensor protein UhpC,,,,48256.09490000007,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3668,P09835,uhpB,Signal transduction histidine-protein kinase/phosphatase UhpB,,,,56305.21010000011,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3669,P0AGA6,uhpA,Transcriptional regulatory protein UhpA,REP-b3669_1_194_1a04,b3669_1_194_1a04-A_clean,SWISS-MODEL,20889.08169999999,2.1945145040032586e-08,,37.0,Cytosol,Heinemann 2016,x,,
b3670,P0ADF8,ilvN,Acetolactate synthase isozyme 1 small subunit,REP-2lvw,2lvw-A_clean,Protein Data Bank,11105.639399999995,3.481567604999764e-07,,587.0,Cytosol,iJL1678,x,,
b3671,P08142,ilvB,Acetolactate synthase isozyme 1 large subunit,REP-b3671_15_562_3e9y,b3671_15_562_3e9y-A_clean,SWISS-MODEL,60439.91000000009,5.842153476873539e-07,,985.0,Cytosol,iJL1678,x,,
b3672,P03061,ivbL,ilv operon leader peptide,,,,3205.8749999999995,,,,Cytosol,EchoLOCATION predicted,,,
b3673,P31442,emrD,Multidrug resistance protein D,REP-2gfp,2gfp-A_clean,Protein Data Bank,42215.27880000005,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3674,P31443,yidF,Uncharacterized protein YidF,REP-b3674_13_151_4k36,b3674_13_151_4k36-A_clean,SWISS-MODEL,19187.73329999999,,,,Cytosol,EchoLOCATION predicted,,,
b3675,P0ADL6,yidG,Inner membrane protein YidG,,,,13768.150299999981,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3676,P0ADM0,yidH,Inner membrane protein YidH,,,,12779.191999999988,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3677,P31446,yidI,Inner membrane protein YidI,,,,15728.654699999988,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3678,P31447,yidJ,Uncharacterized sulfatase YidJ,,,,57294.74370000012,,,,Cytosol,EchoLOCATION predicted,,,
b3679,P31448,yidK,Uncharacterized symporter YidK,,,,62084.20460000012,,,,Inner_Membrane,iJL1678,,,
b3680,P31449,yidL,Uncharacterized HTH-type transcriptional regulator YidL,REP-b3680_58_244_5nla,b3680_b3680_58_244_5nla-A_clean_clean,SWISS-MODEL,33957.574400000085,,,,Cytosol,EchoLOCATION predicted,,,
b3682,P69789,glvB,Phosphotransferase enzyme IIB component GlvB,,,,17626.040499999992,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3683,P31452,glvC,Putative permease IIC component GlvC,,,,39691.658400000044,,,,Inner_Membrane,EchoLOCATION experimental,,,
b3684,P31453,yidP,Uncharacterized HTH-type transcriptional regulator YidP,REP-b3684_2_233_2wv0,b3684_2_233_2wv0-A_clean,SWISS-MODEL,27327.500700000022,,,,Cytosol,EchoLOCATION predicted,,,
b3685,P60872,yidE,Putative transport protein YidE,,,,58938.236100000046,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3686,P0C058,ibpB,Small heat shock protein IbpB,REP-b3686_30_142_4ydz,b3686_30_142_4ydz-A_clean,SWISS-MODEL,16093.00179999999,1.5420912730833706e-08,,26.0,Cytosol,Heinemann 2016,x,,
b3687,P0C054,ibpA,Small heat shock protein IbpA,REP-b3687_11_137_3w1z,b3687_11_137_3w1z-A_clean,SWISS-MODEL,15773.503199999992,2.170790022878899e-07,,366.0,Cytosol,Heinemann 2016,x,,
b3688,P0ADM4,yidQ,Uncharacterized protein YidQ,,,,11825.503499999986,,,,Cytosol,Arbitrary assignment,,,
b3689,P31455,yidR,Uncharacterized protein YidR,REP-b3689_26_412_1z68,b3689_26_412_1z68-A_clean,SWISS-MODEL,46186.04760000009,4.389029008006517e-08,,74.0,Cytosol,EchoLOCATION predicted,x,,
b3690,P31456,cbrA,Protein CbrA,REP-b3690_2_344_5tti,b3690_2_344_5tti-A_clean,SWISS-MODEL,40141.96160000002,,,,Cytosol,Arbitrary assignment,,,
b3691,P0AA76,dgoT,D-galactonate transporter,,,,47076.14710000002,,,,Inner_Membrane,iJL1678,,,
b3693,P31459,dgoK,2-dehydro-3-deoxygalactonokinase,REP-3r1x,3r1x-A_clean,Protein Data Bank,31373.21170000006,,,,Cytosol,iJL1678,,,
b3696,P0ADM6,yidX,Uncharacterized protein YidX,,,,24169.33950000001,,,,Outer_Membrane,EchoLOCATION predicted,,,
b3697,P0A8Y5,yidA,Sugar phosphatase YidA,REP-1rkq,1rkq-A_clean,Protein Data Bank,29720.789200000007,3.1968738315074493e-07,,539.0,Cytosol,EchoLOCATION predicted,x,,
b3698,P09996,yidB,Uncharacterized protein YidB,REP-1z67,1z67-A_clean,Protein Data Bank,13786.402899999981,2.1826522634410785e-07,,368.0,Cytosol,EchoLOCATION predicted,x,,
b3699,P0AES6,gyrB,DNA gyrase subunit B,REP-4wub,4wub-A_clean,Protein Data Bank,89948.83260000045,4.4483402108174156e-07,,750.0,Cytosol,Heinemann 2016,x,,
b3700,P0A7H0,recF,DNA replication and repair protein RecF,REP-b3700_1_356_2o5v,b3700_1_356_2o5v-A_clean,SWISS-MODEL,40513.56540000009,,,,Cytosol,EchoLOCATION predicted,,,
b3701,P0A988,dnaN,Beta sliding clamp,REP-4k3l,4k3l-A_clean,Protein Data Bank,40586.155400000054,1.9276140913542137e-07,,325.0,Cytosol,Heinemann 2016,x,,
b3702,P03004,dnaA,Chromosomal replication initiator protein DnaA,REP-b3702_122_369_2z4s,b3702_122_369_2z4s-A_clean,SWISS-MODEL,52550.163300000044,4.922829833304607e-08,,83.0,Cytosol,Heinemann 2016,x,,
b3703,P0A7P5,rpmH,50S ribosomal protein L34,REP-5afi,5afi-2_clean,Protein Data Bank,5380.330000000001,7.521846740478195e-06,,12682.0,Cytosol,iJL1678,x,,
b3704,P0A7Y8,rnpA,Ribonuclease P protein component,REP-2ljp,2ljp-A_clean,Protein Data Bank,13789.028499999979,9.786348463798314e-08,,165.0,Cytosol,iJL1678,x,,
b3705,P25714,yidC,Membrane protein insertase YidC,REP-5mg3,5mg3-C_clean,Protein Data Bank,61525.18470000014,,0.000805609290099253,504.0,Inner_Membrane,iJL1678,x,,
b3706,P25522,mnmE,tRNA modification GTPase MnmE,REP-1rfl,1rfl-A_clean,Protein Data Bank,49230.2561000001,2.1767211431599886e-07,,367.0,Cytosol,iJL1678,x,,
b3707,P0AD89,tnaC,Tryptophanase operon leader peptide,,,,2894.3758000000003,,,,Cytosol,EchoLOCATION predicted,,,
b3708,P0A853,tnaA,Tryptophanase,REP-2c44,2c44-A_clean,Protein Data Bank,52772.859400000045,4.792345187120629e-07,,808.0,Cytosol,iJL1678,x,,
b3709,P23173,tnaB,Low affinity tryptophan permease,,,,45210.099299999994,,9.590586786895869e-06,6.0,Inner_Membrane,iJL1678,,,
b3710,P31462,mdtL,Multidrug resistance protein MdtL,,,,41489.25940000007,,,,Inner_Membrane,EchoLOCATION predicted,,,
b3711,P31463,yidZ,HTH-type transcriptional regulator YidZ,REP-b3711_8_316_3fzj,b3711_8_316_3fzj-A_clean,SWISS-MODEL,36881.38460000001,,,,Cytosol,EchoLOCATION predicted,,,
b3712,P0ADM8,yieE,Uncharacterized protein YieE,REP-b3712_5_171_4u89,b3712_5_171_4u89-A_clean,SWISS-MODEL,27646.338600000025,,,,Cytosol,EchoLOCATION predicted,,,
b3713,P0AGE6,chrR,Chromate reductase,REP-3svl,3svl-A_clean,Protein Data Bank,20375.325999999994,4.946554314428966e-07,,834.0,Cytosol,Arbitrary assignment,x,,
b3714,P31466,adeP,Adenine permease AdeP,,,,46865.207700000086,,7.992155655746557e-05,50.0,Inner_Membrane,iJL1678,,,
b3715,P31467,yieH,6-phosphogluconate phosphatase,REP-b3715_3_214_2fdr,b3715_3_214_2fdr-A_clean,SWISS-MODEL,24664.0568,,,,Cytosol,EchoLOCATION predicted,,,
b3716,P31468,cbrB,Inner membrane protein CbrB,,,,16683.014299999995,,,,Cytosol,Arbitrary assignment,,,
b3717,P31469,cbrC,UPF0167 protein CbrC,,,,22484.77430000002,,,,Cytosol,Arbitrary assignment,,,
b3718,P31470,yieK,Uncharacterized protein YieK,REP-b3718_1_238_3hn6,b3718_1_238_3hn6-A_clean,SWISS-MODEL,26278.85379999999,,,,Cytosol,EchoLOCATION predicted,,,
b3719,P31471,yieL,Uncharacterized protein YieL,,,,42754.269500000046,,,,Periplasm,EchoLOCATION predicted,,,
b3720,P26218,bglH,Cryptic outer membrane porin BglH,,,,60656.4241000001,,,,Outer_Membrane,EchoLOCATION experimental,,,
b3721,P11988,bglB,6-phospho-beta-glucosidase BglB,REP-b3721_1_459_4f66,b3721_1_459_4f66-A_clean,SWISS-MODEL,53160.65850000007,,,,Cytosol,EchoLOCATION predicted,,,
b3722,P08722,bglF,PTS system beta-glucoside-specific EIIBCA component,,,,66482.15310000026,,,,Inner_Membrane,iJL1678,,,
b3723,P11989,bglG,Cryptic beta-glucoside bgl operon antiterminator,REP-b3723_60_275_1tlv,b3723_60_275_1tlv-A_clean,SWISS-MODEL,32096.7677,,,,Cytosol,EchoLOCATION predicted,,,
b3724,P0A9K7,phoU,Phosphate-specific transport system accessory protein PhoU,REP-b3724_11_220_4q25,b3724_11_220_4q25-A_clean,SWISS-MODEL,27417.190100000014,1.5124356716779214e-07,,255.0,Cytosol,Heinemann 2016,x,,
b3725,P0AAH0,pstB,Phosphate import ATP-binding protein PstB,REP-b3725_9_256_2q0h,b3725_9_256_2q0h-A_clean,SWISS-MODEL,29026.956600000005,5.7531866726571904e-08,,97.0,Cytosol,iJL1678,x,,
b3726,P07654,pstA,Phosphate transport system permease protein PstA,REP-b3726_77_295_3tui,b3726_77_295_3tui-A_clean,SWISS-MODEL,32321.410900000003,,,,Inner_Membrane,iJL1678,,,
b3727,P0AGH8,pstC,Phosphate transport system permease protein PstC,,,,34120.597300000016,,,,Inner_Membrane,iJL1678,,,
b3728,P0AG82,pstS,Phosphate-binding protein PstS,REP-1ixh,1ixh-A_clean,Protein Data Bank,37023.42900000002,1.1793018163493072e-06,,262.0,Periplasm,iJL1678,,,
b3729,P17169,glmS,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],REP-4amv,4amv-A_clean,Protein Data Bank,66893.53170000012,2.3973588176165325e-06,,4042.0,Cytosol,iJL1678,x,,
b3730,P0ACC7,glmU,Bifunctional protein GlmU,REP-1hv9,1hv9-A_clean,Protein Data Bank,49189.49640000002,2.8232132537987865e-07,,476.0,Cytosol,iJL1678,x,,
b3731,P0A6E6,atpC,ATP synthase epsilon chain,REP-5t4o,5t4o-H_clean,Protein Data Bank,15068.094299999984,,0.014222840204966574,8898.0,Inner_Membrane,iJL1678,x,,
b3732,P0ABB4,atpD,ATP synthase subunit beta,REP-5t4o,5t4o-D_clean,Protein Data Bank,50324.825600000106,1.2775039973439508e-05,,21539.0,Cytosol,iJL1678,x,,
b3733,P0ABA6,atpG,ATP synthase gamma chain,REP-5t4o,5t4o-G_clean,Protein Data Bank,31577.073600000003,1.0931054678048662e-06,,1843.0,Cytosol,iJL1678,x,,
b3734,P0ABB0,atpA,ATP synthase subunit alpha,REP-3oaa,3oaa-A_clean,Protein Data Bank,55221.4083000001,7.78934026515535e-06,,13133.0,Cytosol,iJL1678,x,,
b3735,P0ABA4,atpH,ATP synthase subunit delta,REP-5t4o,5t4o-L_clean,Protein Data Bank,19332.012999999995,3.1429006369495313e-06,,5299.0,Cytosol,iJL1678,x,,
b3736,P0ABA0,atpF,ATP synthase subunit b,REP-5t4o,5t4o-I_clean,Protein Data Bank,17263.747699999993,,0.011197010073700928,7005.0,Inner_Membrane,iJL1678,x,,
b3737,P68699,atpE,ATP synthase subunit c,REP-1qo1,1qo1-K_clean,Protein Data Bank,8256.035599999997,,0.0007192940090171902,450.0,Inner_Membrane,iJL1678,x,,
b3738,P0AB98,atpB,ATP synthase subunit a,REP-5t4o,5t4o-K_clean,Protein Data Bank,30302.873800000038,,0.0005946163807875438,372.0,Inner_Membrane,iJL1678,x,,
b3739,P0ABC0,atpI,ATP synthase protein I,,,,13631.548399999983,,,,Inner_Membrane,iJL1678,,,
b3740,P0A6U5,rsmG,Ribosomal RNA small subunit methyltransferase G,REP-1jsx,1jsx-A_clean,Protein Data Bank,23430.827899999997,1.4175377471804832e-07,,239.0,Cytosol,iJL1678,x,,
b3741,P0A6U3,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,REP-3ces,3ces-A_clean,Protein Data Bank,69520.43790000027,6.34629870076618e-08,,107.0,Cytosol,iJL1678,x,,
b3742,P03817,mioC,Protein MioC,REP-2hna,2hna-A_clean,Protein Data Bank,15807.455999999986,2.5960513470330434e-06,,4377.0,Cytosol,EchoLOCATION predicted,x,,
b3743,P0ACI6,asnC,Regulatory protein AsnC,REP-b3743_4_152_2cg4,b3743_4_152_2cg4-A_clean,SWISS-MODEL,16887.473599999998,,,,Cytosol,EchoLOCATION predicted,,,
b3744,P00963,asnA,Aspartate--ammonia ligase,REP-12as,12as-A_clean,Protein Data Bank,36650.10100000003,8.457777520834179e-07,,1426.0,Cytosol,iJL1678,x,,
b3745,P0ADN0,viaA,Protein ViaA,,,,55906.69520000013,,,,Cytosol,Arbitrary assignment,,,
b3746,P31473,ravA,ATPase RavA,REP-3nbx,3nbx-X_clean,Protein Data Bank,56388.08170000011,7.1173443373078655e-09,,12.0,Cytosol,Heinemann 2016,x,,
b3747,P63183,kup,Low affinity potassium transport system protein kup,,,,69293.29090000017,,,,Inner_Membrane,iJL1678,,,
b3748,P04982,rbsD,D-ribose pyranase,REP-3e7n,3e7n-A_clean,Protein Data Bank,15292.332499999995,6.34629870076618e-08,,107.0,Cytosol,iJL1678,x,,
b3749,P04983,rbsA,Ribose import ATP-binding protein RbsA,REP-b3749_4_484_5kpi,b3749_4_484_5kpi-A_clean,SWISS-MODEL,55040.97990000006,2.2538257068141573e-08,,38.0,Cytosol,iJL1678,x,,
b3750,P0AGI1,rbsC,Ribose import permease protein RbsC,,,,33451.41189999997,,7.992155655746558e-06,5.0,Inner_Membrane,iJL1678,,,
b3751,P02925,rbsB,Ribose import binding protein RbsB,REP-2dri,2dri-A_clean,Protein Data Bank,30950.10329999996,1.4561226625534384e-05,,3235.0,Periplasm,iJL1678,,,
b3752,P0A9J6,rbsK,Ribokinase,REP-1rkd,1rkd-A_clean,Protein Data Bank,32290.10860000006,5.6938754698462924e-08,,96.0,Cytosol,iJL1678,x,,
b3753,P0ACQ0,rbsR,Ribose operon repressor,REP-b3753_3_330_1vpw,b3753_3_330_1vpw-A_clean,SWISS-MODEL,36611.50220000001,,,,Cytosol,EchoLOCATION predicted,,,
b3754,P31474,hsrA,Probable transport protein HsrA,,,,51461.04250000011,,,,Cytosol,Arbitrary assignment,,,
b3755,P31475,yieP,Uncharacterized HTH-type transcriptional regulator YieP,REP-b3755_10_138_4ham,b3755_10_138_4ham-A_clean,SWISS-MODEL,26075.75950000002,3.1434937489776406e-08,,53.0,Cytosol,EchoLOCATION predicted,x,,
b3764,P0ADN2,yifE,UPF0438 protein YifE,,,,13133.417199999985,2.9602221322919632e-06,,4991.0,Cytosol,EchoLOCATION predicted,,,
b3765,P22787,yifB,Uncharacterized protein YifB,,,,55145.67200000008,,,,Periplasm,EchoLOCATION predicted,,,
b3766,P62522,ilvL,ilv operon leader peptide,,,,3231.0567,,,,Cytosol,EchoLOCATION predicted,,,
b3769,P0ADG1,ilvM,Acetolactate synthase isozyme 2 small subunit,,,,9703.055399999992,5.9311202810898875e-09,,10.0,Cytosol,EchoLOCATION predicted,,,
b3770,P0AB80,ilvE,Branched-chain-amino-acid aminotransferase,REP-1iye,1iye-A_clean,Protein Data Bank,34093.243900000016,1.3060326858959933e-06,,2202.0,Cytosol,iJL1678,x,,
b3771,P05791,ilvD,Dihydroxy-acid dehydratase,REP-b3771_4_612_5j83,b3771_4_612_5j83-A_clean,SWISS-MODEL,65530.874100000285,5.349870493543078e-07,,902.0,Cytosol,iJL1678,x,,
b3772,P04968,ilvA,L-threonine dehydratase biosynthetic IlvA,REP-1tdj,1tdj-A_clean,Protein Data Bank,56194.57980000006,1.1031883722827191e-07,,186.0,Cytosol,iJL1678,x,,
b3773,P05827,ilvY,HTH-type transcriptional regulator IlvY,REP-b3773_1_295_4x6g,b3773_1_295_4x6g-A_clean,SWISS-MODEL,33203.99739999999,,,,Cytosol,EchoLOCATION predicted,,,
b3774,P05793,ilvC,Ketol-acid reductoisomerase (NADP(+)),REP-3ulk,3ulk-A_clean,Protein Data Bank,54068.427400000044,2.059878073622518e-05,,34730.0,Cytosol,iJL1678,x,,
