Gene,UniProt,NAME,Description,Structure_ID,Structure_file,Structure_source,MW,MOLARITY,"Copy number (glucose minimal media, pH 7)",LOCALIZATION,Localization_source,INCLUDE,COLOR,NOTES
b3161,P0AAD2,mtr,Tryptophan-specific transport protein,REP-E02975,E02975_clean-X_clean.pdb,metaTASSER,44332.01690000004,,,Inner_Membrane,iJL1678,,,
b3162,P0A9P6,deaD,ATP-dependent RNA helicase DeaD,REP-DEAD_ECOLI,DEAD_ECOLI_model1_clean-X_clean.pdb,I-TASSER,70545.33290000034,2.5029327586199326e-07,422.0,Cytosol,Heinemann 2016,x,,
b3163,P0AFB1,nlpI,Lipoprotein NlpI,REP-1xnf,1xnf-A_clean.pdb,Protein Data Bank,33620.35210000005,,124.0,Outer_Membrane,Heinemann 2016,,,
b3164,P05055,pnp,Polyribonucleotide nucleotidyltransferase,REP-1_695_4aim.1.A_59cbd44e7aaa0d2a1c8725cf,b3164_1_695_4aim_clean.pdb,SWISS-MODEL,77100.05510000038,1.3095913580646472e-06,2208.0,Cytosol,iJL1678,x,,
b3165,P0ADZ4,rpsO,30S ribosomal protein S15,REP-5afi,5afi-o_clean.pdb,Protein Data Bank,10268.640499999989,2.5534659034148183e-05,43052.0,Cytosol,iJL1678,x,,
b3166,P60340,truB,tRNA pseudouridine synthase B,REP-1r3f,1r3f-A_clean.pdb,Protein Data Bank,35086.664400000016,7.769767568227753e-08,131.0,Cytosol,iJL1678,x,,
b3167,P0A7G2,rbfA,30S ribosome-binding factor,REP-E02982,E02982_clean-X_clean.pdb,metaTASSER,15154.320899999988,9.169511954564966e-07,1546.0,Cytosol,iJL1678,x,,
b3168,P0A705,infB,Translation initiation factor IF-2,REP-IF2_ECOLI,IF2_ECOLI_model1_clean-X_clean.pdb,I-TASSER,97348.74930000065,9.163580834283877e-07,1545.0,Cytosol,iJL1678,x,,
b3169,P0AFF6,nusA,Transcription termination/antitermination protein NusA,REP-E02984,E02984_clean-X_clean.pdb,metaTASSER,54870.260900000154,2.9875052855849764e-06,5037.0,Cytosol,iJL1678,x,,
b3170,P0A8A8,rimP,Ribosome maturation factor RimP,REP-1_150_1ib8.1.A_59cbf9141405504cd1d0fed8,b3170_1_150_1ib8_clean.pdb,SWISS-MODEL,16650.774299999997,4.335648925476708e-07,731.0,Cytosol,Heinemann 2016,x,,
b3172,P0A6E4,argG,Argininosuccinate synthase,REP-1k92,1k92-A_clean.pdb,Protein Data Bank,49897.83170000005,4.838607925313131e-06,8158.0,Cytosol,iJL1678,x,,
b3173,P42640,yhbX,Putative phosphoethanolamine transferase YhbX,REP-E02987,E02987_clean-X_clean.pdb,metaTASSER,60751.91190000017,,,Inner_Membrane,EchoLOCATION experimental,,,
b3175,P0AG99,secG,Protein-export membrane protein SecG,REP-E02988,E02988_clean-X_clean.pdb,metaTASSER,11365.027599999981,,2171.0,Inner_Membrane,iJL1678,x,,
b3176,P31120,glmM,Phosphoglucosamine mutase,REP-5_444_3pdk.1.A_59fcb6c1f4763dff87879858,b3176_5_444_3pdk_clean.pdb,SWISS-MODEL,47543.03520000005,6.055673806992775e-07,1021.0,Cytosol,iJL1678,x,,
b3177,P0AC13,folP,Dihydropteroate synthase,REP-1aj0,1aj0-A_clean.pdb,Protein Data Bank,30614.766300000025,1.4590555891481122e-07,246.0,Cytosol,iJL1678,x,,
b3178,P0AAI3,ftsH,ATP-dependent zinc metalloprotease FtsH,REP-FTSH_ECOLI,FTSH_ECOLI_model1_clean-X_clean.pdb,I-TASSER,70707.27450000025,,1758.0,Inner_Membrane,Heinemann 2016,x,,
b3179,P0C0R7,rlmE,Ribosomal RNA large subunit methyltransferase E,REP-1ej0,1ej0-A_clean.pdb,Protein Data Bank,23334.815300000006,1.2751908604343258e-07,215.0,Cytosol,iJL1678,x,,
b3180,P0AGK4,yhbY,RNA-binding protein YhbY,REP-1ln4,1ln4-A_clean.pdb,Protein Data Bank,10783.575799999986,1.2396041387477865e-07,209.0,Cytosol,Heinemann 2016,x,,
b3181,P0A6W5,greA,Transcription elongation factor GreA,REP-1grj,1grj-A_clean.pdb,Protein Data Bank,17640.74299999999,1.8143296939853966e-06,3059.0,Cytosol,iJL1678,x,,
b3182,P24228,dacB,D-alanyl-D-alanine carboxypeptidase DacB,REP-2ex2,2ex2-A_clean.pdb,Protein Data Bank,51797.71050000005,9.002303941597764e-08,20.0,Periplasm,iJL1678,,,
b3183,P42641,obgE,GTPase ObgE/CgtA,REP-E02996,E02996_clean-X_clean.pdb,metaTASSER,43285.35300000007,2.7757642915500676e-07,468.0,Cytosol,Heinemann 2016,x,,
b3184,P0AA73,yhbE,Uncharacterized inner membrane transporter YhbE,REP-E02997,E02997_clean-X_clean.pdb,metaTASSER,34962.69660000004,,,Inner_Membrane,EchoLOCATION predicted,,,
b3185,P0A7L8,rpmA,50S ribosomal protein L27,REP-5afi,5afi-W_clean.pdb,Protein Data Bank,9124.361799999995,1.36718253599403e-05,23051.0,Cytosol,iJL1678,x,,
b3186,P0AG48,rplU,50S ribosomal protein L21,REP-5afi,5afi-R_clean.pdb,Protein Data Bank,11564.201899999991,4.4091948169622226e-06,7434.0,Cytosol,iJL1678,x,,
b3187,P0AD57,ispB,Octaprenyl diphosphate synthase,REP-3wjo,3wjo-A_clean.pdb,Protein Data Bank,35216.580200000026,3.262116154599438e-08,55.0,Cytosol,iJL1678,x,,
b3188,P0ACH1,sfsB,Sugar fermentation stimulation protein B,REP-E03001,E03001_clean-X_clean.pdb,metaTASSER,10494.90099999999,,,Cytosol,EchoLOCATION predicted,,,
b3189,P0A749,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,REP-3kqj,3kqj-A_clean.pdb,Protein Data Bank,44817.12960000008,4.1399219562007416e-07,698.0,Cytosol,iJL1678,x,,
b3190,P0A9W6,ibaG,Acid stress protein IbaG,REP-1ny8,1ny8-A_clean.pdb,Protein Data Bank,9451.629399999993,2.7639020509878877e-07,466.0,Cytosol,Arbitrary assignment,x,,
b3191,P64602,mlaB,Probable phospholipid ABC transporter-binding protein MlaB,REP-E03004,E03004_clean-X_clean.pdb,metaTASSER,10680.226899999985,9.371170044122023e-08,158.0,Cytosol,Heinemann 2016,x,,
b3192,P0ADV7,mlaC,Probable phospholipid-binding protein MlaC,REP-5uwa,5uwa-A_clean.pdb,Protein Data Bank,23962.318600000013,5.87850447386334e-06,1306.0,Periplasm,Heinemann 2016,,,
b3193,P64604,mlaD,Probable phospholipid ABC transporter-binding protein MlaD,REP-E03006,E03006_clean-X_clean.pdb,metaTASSER,19575.97429999998,,854.0,Inner_Membrane,Heinemann 2016,x,,
b3194,P64606,mlaE,Probable phospholipid ABC transporter permease protein MlaE,REP-E03007,E03007_clean-X_clean.pdb,metaTASSER,27862.92510000001,8.896680421634832e-09,15.0,Cytosol,Arbitrary assignment,x,,
b3195,P63386,mlaF,Probable phospholipid import ATP-binding protein MlaF,REP-9_267_1g29.1.B_59ca17ebc730d46fb445543c,b3195_9_267_1g29_clean.pdb,SWISS-MODEL,29096.488499999996,,57.0,Inner_Membrane,Heinemann 2016,x,,
b3196,P45394,yrbG,Inner membrane protein YrbG,REP-1_318_5hxc.1.A_59d8725dddc13fe592978eb8,b3196_1_318_5hxc_clean.pdb,SWISS-MODEL,34740.17550000001,,,Inner_Membrane,iJL1678,,,
b3197,P45395,kdsD,Arabinose 5-phosphate isomerase KdsD,REP-E03010,E03010_clean-X_clean.pdb,metaTASSER,35195.73530000005,1.6963004003917078e-07,286.0,Cytosol,iJL1678,x,,
b3198,P0ABZ4,kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,REP-3hyc,3hyc-A_clean.pdb,Protein Data Bank,19996.880499999985,4.23481988069818e-07,714.0,Cytosol,iJL1678,x,,
b3199,P0ADV9,lptC,Lipopolysaccharide export system protein LptC,REP-E03012,E03012_clean-X_clean.pdb,metaTASSER,21702.360700000016,,52.0,Inner_Membrane,iJL1678,x,,
b3200,P0ADV1,lptA,Lipopolysaccharide export system protein LptA,REP-2r19,2r19-B_clean.pdb,Protein Data Bank,20126.639699999996,4.1680667249597645e-06,926.0,Periplasm,iJL1678,,,
b3201,P0A9V1,lptB,Lipopolysaccharide export system ATP-binding protein LptB,REP-4p32,4p32-A_clean.pdb,Protein Data Bank,26800.322000000026,8.345086235493471e-07,1407.0,Cytosol,iJL1678,x,,
b3202,P24255,rpoN,RNA polymerase sigma-54 factor,REP-5byh,5byh-M_clean.pdb,Protein Data Bank,53989.13410000011,1.4946423108346516e-07,252.0,Cytosol,iJL1678,x,,
b3203,P0AFX0,hpf,Ribosome hibernation promoting factor,REP-2rql,2rql-A_clean.pdb,Protein Data Bank,10750.114699999991,1.2585837236472742e-06,2122.0,Cytosol,Arbitrary assignment,x,,
b3204,P69829,ptsN,Nitrogen regulatory protein,REP-1a6j,1a6j-A_clean.pdb,Protein Data Bank,17959.356199999987,3.6357767323081013e-07,613.0,Cytosol,Heinemann 2016,x,,
b3205,P0A894,rapZ,RNase adapter protein RapZ,REP-5o5q,5o5q-A_clean.pdb,Protein Data Bank,32491.909000000032,7.88838997384955e-08,133.0,Cytosol,Arbitrary assignment,x,,
b3206,P0A9N0,ptsO,Phosphocarrier protein NPr,REP-5t1o,5t1o-A_clean.pdb,Protein Data Bank,9810.025099999995,,,Cytosol,Arbitrary assignment,,,
b3207,P64610,yrbL,Uncharacterized protein YrbL,REP-E03020,E03020_clean-X_clean.pdb,metaTASSER,24344.74440000003,7.1173443373078655e-09,12.0,Cytosol,EchoLOCATION predicted,x,,
b3208,P46022,mtgA,Biosynthetic peptidoglycan transglycosylase,REP-E03021,E03021_clean-X_clean.pdb,metaTASSER,27341.269300000007,,,Inner_Membrane,EchoLOCATION predicted,,,
b3209,P0ABU5,elbB,Glyoxalase ElbB,REP-1vhq,1vhq-A_clean.pdb,Protein Data Bank,22981.304899999996,7.449487073048899e-07,1256.0,Cytosol,EchoLOCATION predicted,x,,
b3210,P0AEC3,arcB,Aerobic respiration control sensor protein ArcB,REP-ARCB_ECOLI,ARCB_ECOLI_model1_clean-X_clean.pdb,I-TASSER,87981.85030000044,,40.0,Inner_Membrane,Heinemann 2016,x,,
b3211,P0ADW6,yhcC,Protein YhcC,REP-E03024,E03024_clean-X_clean.pdb,metaTASSER,34606.17030000004,,,Cytosol,EchoLOCATION predicted,,,
b3212,P09831,gltB,Glutamate synthase [NADPH] large chain,REP-12_1473_2vdc.1.A_59cd253c7aaa0d873e4e1278,b3212_12_1473_2vdc_clean.pdb,SWISS-MODEL,163295.0570000001,1.0764983310178146e-06,1815.0,Cytosol,iJL1678,x,,
b3213,P09832,gltD,Glutamate synthase [NADPH] small chain,REP-27_469_2vdc.1.G_59ca1665c730d42fcef5eb19,b3213_27_469_2vdc_clean.pdb,SWISS-MODEL,52014.71040000009,2.1429137575577764e-06,3613.0,Cytosol,iJL1678,x,,
b3214,P28721,gltF,Protein GltF,REP-E03027,E03027_clean-X_clean.pdb,metaTASSER,26351.3712,,,Periplasm,EchoLOCATION experimental,,,
b3215,P28722,yhcA,Uncharacterized fimbrial chaperone YhcA,REP-15_223_2co6.1.B_59ce2a1378ed582156a63d72,b3215_15_223_2co6_clean.pdb,SWISS-MODEL,25338.67110000002,,,Periplasm,EchoLOCATION predicted,,,
b3216,P45420,yhcD,Uncharacterized outer membrane usher protein YhcD,REP-53_793_3rfz.1.B_59cd78e01405501d5514a79d,b3216_53_793_3rfz_clean.pdb,SWISS-MODEL,86288.36540000049,,,Outer_Membrane,EchoLOCATION predicted,,,
b3218,P0CE57,insH10,Transposase InsH for insertion sequence element IS5R,,,,39326.72140000002,,,Cytosol,Arbitrary assignment,,,
b3219,P45422,yhcF,Uncharacterized protein YhcF,REP-E03031,E03031_clean-X_clean.pdb,metaTASSER,24899.82299999999,,,Periplasm,EchoLOCATION predicted,,,
b3220,P45423,yhcG,Uncharacterized protein YhcG,REP-E03032,E03032_clean-X_clean.pdb,metaTASSER,43292.94400000005,,,Cytosol,EchoLOCATION predicted,,,
b3221,P45424,yhcH,Uncharacterized protein YhcH,REP-1_153_1s4c.1.A_59cbfc34140550be0bcf4d5e,b3221_1_153_1s4c_clean.pdb,SWISS-MODEL,17037.508899999993,1.2573974995910563e-07,212.0,Cytosol,EchoLOCATION predicted,x,,
b3222,P45425,nanK,N-acetylmannosamine kinase,REP-2aa4,2aa4-A_clean.pdb,Protein Data Bank,29643.512499999983,4.566962616439213e-08,77.0,Cytosol,iJL1678,x,,
b3223,P0A761,nanE,Putative N-acetylmannosamine-6-phosphate 2-epimerase,REP-5_225_4fir.1.C_59ca892ec730d442b7ab3a73,b3223_5_225_4fir_clean.pdb,SWISS-MODEL,24073.392,2.906248937734045e-08,49.0,Cytosol,iJL1678,x,,
b3224,P41036,nanT,Sialic acid transporter NanT,REP-E03036,E03036_clean-X_clean.pdb,metaTASSER,53550.59200000007,,4.0,Inner_Membrane,iJL1678,x,,
b3225,P0A6L4,nanA,N-acetylneuraminate lyase,REP-3lbm,3lbm-A_clean.pdb,Protein Data Bank,32593.081300000005,8.837369218823931e-08,149.0,Cytosol,iJL1678,x,,
b3226,P0A8W0,nanR,HTH-type transcriptional repressor NanR,REP-28_257_3c7j.1.B_59ca23bfc730d4566109830a,b3226_28_257_3c7j_clean.pdb,SWISS-MODEL,29523.966000000015,9.845659666609213e-08,166.0,Cytosol,EchoLOCATION predicted,x,,
b3227,P45428,dcuD,Putative cryptic C4-dicarboxylate transporter DcuD,REP-E03039,E03039_clean-X_clean.pdb,metaTASSER,48830.21230000013,,,Inner_Membrane,EchoLOCATION experimental,,,
b3228,P0AFZ3,sspB,Stringent starvation protein B,REP-E03040,E03040_clean-X_clean.pdb,metaTASSER,18262.198099999983,2.5741062019930113e-07,434.0,Cytosol,EchoLOCATION predicted,x,,
b3229,P0ACA3,sspA,Stringent starvation protein A,REP-1yy7,1yy7-A_clean.pdb,Protein Data Bank,24304.621500000005,2.4981878623950607e-06,4212.0,Cytosol,EchoLOCATION predicted,x,,
b3230,P0A7X3,rpsI,30S ribosomal protein S9,REP-5afi,5afi-i_clean.pdb,Protein Data Bank,14856.02259999998,3.578244865581529e-06,6033.0,Cytosol,iJL1678,x,,
b3231,P0AA10,rplM,50S ribosomal protein L13,REP-5afi,5afi-J_clean.pdb,Protein Data Bank,16018.346199999985,1.754306756740767e-05,29578.0,Cytosol,iJL1678,x,,
b3232,P64612,zapE,Cell division protein ZapE,REP-E03044,E03044_clean-X_clean.pdb,metaTASSER,43063.02930000008,1.838647287137865e-08,31.0,Cytosol,Heinemann 2016,x,,
b3233,P0ADW3,yhcB,Inner membrane protein YhcB,REP-E03045,E03045_clean-X_clean.pdb,metaTASSER,14960.676199999984,,4451.0,Inner_Membrane,Heinemann 2016,x,,
b3234,P39099,degQ,Periplasmic pH-dependent serine endoprotease DegQ,REP-4a8c,4a8c-A_clean.pdb,Protein Data Bank,47204.45990000003,2.6511785108005417e-06,589.0,Periplasm,Heinemann 2016,,,
b3235,P0AEE3,degS,Serine endoprotease DegS,REP-E03047,E03047_clean-X_clean.pdb,metaTASSER,37580.54930000003,,49.0,Inner_Membrane,Heinemann 2016,x,,
b3236,P61889,mdh,Malate dehydrogenase,REP-3hhp,3hhp-A_clean.pdb,Protein Data Bank,32336.896699999983,2.6716138194141287e-05,45044.0,Cytosol,iJL1678,x,,
b3237,P0A6D0,argR,Arginine repressor,REP-6_153_3v4g.1.A_59cd1ec5afa3586971bcf5c9,b3237_6_153_3v4g_clean.pdb,SWISS-MODEL,16994.317299999988,3.4044630413455954e-07,574.0,Cytosol,Heinemann 2016,x,,
b3238,P64614,yhcN,Uncharacterized protein YhcN,REP-1_87_2jna.1.A_59ccdeaf3d4e1d7411f49bb4,b3238_1_87_2jna_clean.pdb,SWISS-MODEL,9196.305299999995,,,Periplasm,EchoLOCATION predicted,,,
b3239,P64616,yhcO,Uncharacterized protein YhcO,REP-2cx6,2cx6-A_clean.pdb,Protein Data Bank,10796.00379999999,,,Cytosol,EchoLOCATION predicted,,,
b3240,P46481,aaeB,p-hydroxybenzoic acid efflux pump subunit AaeB,REP-AAEB_ECOLI,AAEB_ECOLI_model1_clean-X_clean.pdb,I-TASSER,73590.59790000023,,,Inner_Membrane,EchoLOCATION predicted,,,
b3241,P46482,aaeA,p-hydroxybenzoic acid efflux pump subunit AaeA,REP-33_302_5nik.1.D_59f2b449a52be7210430e778,b3241_33_302_5nik_clean.pdb,SWISS-MODEL,34774.13850000006,,,Periplasm,EchoLOCATION experimental,,,
b3242,P46478,aaeX,Protein AaeX,REP-E03054,E03054_clean-X_clean.pdb,metaTASSER,7846.488999999998,,,Inner_Membrane,EchoLOCATION predicted,,,
b3243,P67662,aaeR,HTH-type transcriptional activator AaeR,REP-3_293_3t1b.1.D_59f2ba3eafa3585f4af90eaa,b3243_3_293_3t1b_clean.pdb,SWISS-MODEL,34515.60579999999,,,Cytosol,EchoLOCATION predicted,,,
b3244,P0AGG8,tldD,Metalloprotease TldD,REP-5nj9,5nj9-A_clean.pdb,Protein Data Bank,51363.485,1.1862240562179776e-07,200.0,Cytosol,EchoLOCATION predicted,x,,
b3247,P0A9J0,rng,Ribonuclease G,REP-2_488_2vrt.4.A_59ca34fdc730d42a9e5e7c4c,b3247_2_488_2vrt_clean.pdb,SWISS-MODEL,55363.525200000084,1.1209817331259888e-07,189.0,Cytosol,iJL1678,x,,
b3248,P25536,yhdE,Maf-like protein YhdE,REP-4p0e,4p0e-A_clean.pdb,Protein Data Bank,21515.181299999997,6.34629870076618e-08,107.0,Cytosol,Heinemann 2016,x,,
b3249,P0ABH4,mreD,Rod shape-determining protein MreD,REP-E03060,E03060_clean-X_clean.pdb,metaTASSER,18787.562499999996,,,Inner_Membrane,EchoLOCATION predicted,,,
b3250,P16926,mreC,Cell shape-determining protein MreC,REP-E03061,E03061_clean-X_clean.pdb,metaTASSER,39529.91300000006,,44.0,Inner_Membrane,Heinemann 2016,x,,
b3251,P0A9X4,mreB,Rod shape-determining protein MreB,REP-8_338_1jcg.1.A_59f228cead01f06e0ad847d5,b3251_8_338_1jcg_clean.pdb,SWISS-MODEL,36951.99090000002,2.225356329464926e-06,3752.0,Cytosol,EchoLOCATION experimental,x,,
b3252,P13518,csrD,RNase E specificity factor CsrD,REP-CSRD_ECOLI,CSRD_ECOLI_model1_clean-X_clean.pdb,I-TASSER,73338.38330000026,,,Cytosol,Arbitrary assignment,,,
b3253,P26646,acuI,Probable acrylyl-CoA reductase AcuI,REP-1o89,1o89-A_clean.pdb,Protein Data Bank,34723.35800000003,3.1079070272911013e-07,524.0,Cytosol,Heinemann 2016,x,,
b3255,P0ABD8,accB,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,REP-E03065,E03065_clean-X_clean.pdb,metaTASSER,16687.038899999996,1.6737621433235661e-06,2822.0,Cytosol,iJL1678,x,,
b3256,P24182,accC,Biotin carboxylase,REP-2w70,2w70-A_clean.pdb,Protein Data Bank,49320.189099999974,1.31374314226141e-06,2215.0,Cytosol,iJL1678,x,,
b3257,P45566,yhdT,Uncharacterized membrane protein YhdT,REP-E03067,E03067_clean-X_clean.pdb,metaTASSER,9097.669699999991,,,Inner_Membrane,EchoLOCATION predicted,,,
b3258,P16256,panF,Sodium/pantothenate symporter,REP-E03068,E03068_clean-X_clean.pdb,metaTASSER,51716.4075,,,Inner_Membrane,iJL1678,,,
b3259,P0A8T1,prmA,Ribosomal protein L11 methyltransferase,REP-4_292_3egv.1.A_59fcb267c730d492d6dfc637,b3259_4_292_3egv_clean.pdb,SWISS-MODEL,31876.739000000034,1.0913261317205393e-07,184.0,Cytosol,Heinemann 2016,x,,
b3260,P0ABT5,dusB,tRNA-dihydrouridine synthase B,REP-15_320_1vhn.1.A_59f277da2623251477d35d84,b3260_15_320_1vhn_clean.pdb,SWISS-MODEL,35865.71060000004,7.1173443373078655e-09,12.0,Cytosol,iJL1678,x,,
b3261,P0A6R3,fis,DNA-binding protein Fis,REP-1eto,1eto-A_clean.pdb,Protein Data Bank,11239.812999999993,1.9098207305109438e-06,3220.0,Cytosol,EchoLOCATION predicted,x,,
b3262,P28638,yhdJ,DNA adenine methyltransferase YhdJ,REP-E03072,E03072_clean-X_clean.pdb,metaTASSER,33397.06860000001,,,Cytosol,EchoLOCATION predicted,,,
b3263,P64619,yhdU,Inner membrane protein YhdU,REP-E03073,E03073_clean-X_clean.pdb,metaTASSER,7203.473600000001,,,Inner_Membrane,EchoLOCATION predicted,,,
b3264,P0ACT2,envR,Probable acrEF/envCD operon repressor,REP-1_201_3lhq.1.A_59caae6514055011d0e8d094,b3264_1_201_3lhq_clean.pdb,SWISS-MODEL,25197.886100000003,,,Cytosol,EchoLOCATION predicted,,,
b3265,P24180,acrE,Multidrug export protein AcrE,REP-37_374_5v5s.1.E_59f24e86afa3583718ffcb2e,b3265_37_374_5v5s_clean.pdb,SWISS-MODEL,41317.15840000008,,,Inner_Membrane,iJL1678,,,
b3266,P24181,acrF,Multidrug export protein AcrF,REP-1_1032_4dx6.1.C_59cc7c09afa35861cefd208c,b3266_1_1032_4dx6_clean.pdb,SWISS-MODEL,111453.06880000075,,,Inner_Membrane,iJL1678,,,
b3267,P64622,yhdV,Uncharacterized protein YhdV,REP-E03077,E03077_clean-X_clean.pdb,metaTASSER,7451.6281,,,Outer_Membrane,EchoLOCATION experimental,,,
b3268,P45766,yhdW,Putative amino-acid ABC transporter-binding protein YhdW,,,,,,,Cytosol,EchoLOCATION predicted,,,
b3269,P45767,yhdX,Putative amino-acid ABC transporter permease protein YhdX,REP-E03078,E03078_clean-X_clean.pdb,metaTASSER,43260.66570000001,,,Inner_Membrane,EchoLOCATION predicted,,,
b3270,P45768,yhdY,Inner membrane amino-acid ABC transporter permease protein YhdY,REP-E03079,E03079_clean-X_clean.pdb,metaTASSER,41483.81320000002,,,Inner_Membrane,EchoLOCATION predicted,,,
b3271,P45769,yhdZ,Uncharacterized amino-acid ABC transporter ATP-binding protein YhdZ,REP-12_252_4u00.1.A_59ca4177140550a37d27bfbc,b3271_12_252_4u00_clean.pdb,SWISS-MODEL,28573.8694,,,Cytosol,EchoLOCATION predicted,,,
b3279,P0A9W9,yrdA,Protein YrdA,REP-3tio,3tio-A_clean.pdb,Protein Data Bank,20244.7866,6.915686247750809e-07,1166.0,Cytosol,EchoLOCATION predicted,x,,
b3280,P45795,yrdB,Uncharacterized protein YrdB,REP-1_85_2gpi.1.A_59cce4d5eb80f76718abfdf6,b3280_1_85_2gpi_clean.pdb,SWISS-MODEL,10006.9263,,,Cytosol,EchoLOCATION predicted,,,
b3281,P15770,aroE,Shikimate dehydrogenase (NADP(+)),REP-1nyt,1nyt-A_clean.pdb,Protein Data Bank,29413.278500000015,1.3878821457750338e-07,234.0,Cytosol,iJL1678,x,,
b3282,P45748,tsaC,Threonylcarbamoyl-AMP synthase,REP-2mx1,2mx1-A_clean.pdb,Protein Data Bank,20767.48779999998,2.2063767445654383e-07,372.0,Cytosol,iJL1678,x,,
b3283,P45771,yrdD,Uncharacterized protein YrdD,REP-E03085,E03085_clean-X_clean.pdb,metaTASSER,19870.788999999997,,,Cytosol,EchoLOCATION predicted,,,
b3284,P0A828,smg,Protein Smg,REP-E03086,E03086_clean-X_clean.pdb,metaTASSER,18509.9309,,,Cytosol,EchoLOCATION predicted,,,
b3287,P0A6K3,def,Peptide deformylase,REP-3k6l,3k6l-A_clean.pdb,Protein Data Bank,19328.200399999998,4.976209915834415e-07,839.0,Cytosol,iJL1678,x,,
b3288,P23882,fmt,Methionyl-tRNA formyltransferase,REP-1fmt,1fmt-A_clean.pdb,Protein Data Bank,34168.063900000016,3.475636484718674e-07,586.0,Cytosol,iJL1678,x,,
b3289,P36929,rsmB,Ribosomal RNA small subunit methyltransferase B,REP-1sqg,1sqg-A_clean.pdb,Protein Data Bank,48346.942800000026,1.06167053031509e-07,179.0,Cytosol,iJL1678,x,,
b3290,P0AGI8,trkA,Trk system potassium uptake protein TrkA,REP-4j9v,4j9v-A_clean.pdb,Protein Data Bank,50367.170000000115,5.338008252980899e-09,9.0,Cytosol,iJL1678,x,,
b3291,P0A742,mscL,Large-conductance mechanosensitive channel,REP-3_133_4y7k.1.A_59cc18dde6291d8ea1a8508f,b3291_3_133_4y7k_clean.pdb,SWISS-MODEL,14956.582599999983,,680.0,Inner_Membrane,Heinemann 2016,x,,
b3292,P0ACS5,zntR,HTH-type transcriptional regulator ZntR,REP-2_132_4wlw.2.B_59cbfa9b140550835e928810,b3292_2_132_4wlw_clean.pdb,SWISS-MODEL,16179.23569999999,,,Cytosol,EchoLOCATION predicted,,,
b3293,P36677,yhdN,Uncharacterized protein YhdN,REP-E03095,E03095_clean-X_clean.pdb,metaTASSER,13944.586699999978,,,Cytosol,EchoLOCATION predicted,,,
b3294,P0AG44,rplQ,50S ribosomal protein L17,REP-5afi,5afi-N_clean.pdb,Protein Data Bank,14364.422599999974,1.1092974261722418e-05,18703.0,Cytosol,iJL1678,x,,
b3295,P0A7Z4,rpoA,DNA-directed RNA polymerase subunit alpha,REP-5uaq,5uaq-A_clean.pdb,Protein Data Bank,36511.28540000002,1.0021220826929474e-05,16896.0,Cytosol,iJL1678,x,,
b3296,P0A7V8,rpsD,30S ribosomal protein S4,REP-5afi,5afi-d_clean.pdb,Protein Data Bank,23468.80600000001,7.257318775941586e-06,12236.0,Cytosol,iJL1678,x,,
b3297,P0A7R9,rpsK,30S ribosomal protein S11,REP-5afi,5afi-k_clean.pdb,Protein Data Bank,13844.76409999998,5.634564267035393e-06,9500.0,Cytosol,iJL1678,x,,
b3298,P0A7S9,rpsM,30S ribosomal protein S13,REP-5afi,5afi-m_clean.pdb,Protein Data Bank,13099.232899999977,2.1303397825618655e-05,35918.0,Cytosol,iJL1678,x,,
b3299,P0A7Q6,rpmJ,50S ribosomal protein L36,REP-5afi,5afi-4_clean.pdb,Protein Data Bank,4364.289900000001,4.970278795553326e-07,838.0,Cytosol,iJL1678,x,,
b3300,P0AGA2,secY,Protein translocase subunit SecY,REP-5gae,5gae-g_clean.pdb,Protein Data Bank,48511.090300000025,,323.0,Inner_Membrane,iJL1678,x,,
b3301,P02413,rplO,50S ribosomal protein L15,REP-5afi,5afi-L_clean.pdb,Protein Data Bank,14980.236399999976,3.839807269977593e-06,6474.0,Cytosol,iJL1678,x,,
b3302,P0AG51,rpmD,50S ribosomal protein L30,REP-5afi,5afi-Z_clean.pdb,Protein Data Bank,6541.7186,6.750207991908401e-06,11381.0,Cytosol,iJL1678,x,,
b3303,P0A7W1,rpsE,30S ribosomal protein S5,REP-5afi,5afi-e_clean.pdb,Protein Data Bank,17603.181099999994,1.2434000557276838e-05,20964.0,Cytosol,iJL1678,x,,
b3304,P0C018,rplR,50S ribosomal protein L18,REP-5afi,5afi-O_clean.pdb,Protein Data Bank,12769.469799999984,3.6363698443362097e-06,6131.0,Cytosol,iJL1678,x,,
b3305,P0AG55,rplF,50S ribosomal protein L6,REP-5afi,5afi-G_clean.pdb,Protein Data Bank,18903.54469999999,1.2268522301434433e-05,20685.0,Cytosol,iJL1678,x,,
b3306,P0A7W7,rpsH,30S ribosomal protein S8,REP-5afi,5afi-h_clean.pdb,Protein Data Bank,14126.394399999985,1.0549683643974583e-05,17787.0,Cytosol,iJL1678,x,,
b3307,P0AG59,rpsN,30S ribosomal protein S14,REP-5nwy,5nwy-D_clean.pdb,Protein Data Bank,11580.351099999989,5.744289992235556e-06,9685.0,Cytosol,iJL1678,x,,
b3308,P62399,rplE,50S ribosomal protein L5,REP-5afi,5afi-F_clean.pdb,Protein Data Bank,20301.330799999992,1.9898908543056575e-05,33550.0,Cytosol,iJL1678,x,,
