Gene Name	Function	Subcellular Location	Predicted Molecular weight (Da)	Number of TMH (HMMTOP / TMHMM)	Signal Peptide Cleavage Prob
ycaL	 The cellular location of this protein was experimentally confirmed Function unknown	Outer membrane Lipoprotein	27764.49	1 / 0	77.2%
uup	predicted transporter subunit; ATP-binding compone ... ...	Cytoplasmic	72067.09	1 / 0	None
tynA	 The cellular location of this protein was experimentally confirmed Tyramine oxidase	Periplasmic	84378.9	1 / 0	91.6%
dinB	DNA polymerase IV; enhances mutagenesis	Cytoplasmic	39516.08	0 / 0	None
dinJ	Induced by DNA damage; RelB antitoxin homolog; adj ... ...	Cytoplasmic	9405.83	0 / 0	None
mbhA	Truncated motB homolog	Cytoplasmic	28954.37	1 / 0	None
fhiA	function unknown; conserved; flagellar/HR/invasion ... ...	Integral Membrane Protein	63153.44	3 / 3	None
fadE	Medium-long-chain fatty acyl-CoA dehydrogenase; fa ... ...	Integral Membrane Protein	90538.39	4 / 2	45.7%
lpcA	D-sedoheptulose 7-phosphate isomerase; GDP-heptose ... ...	Cytoplasmic	20814.83	0 / 0	None
yafJ	Putative amidotransferase	Cytoplasmic	28635.72	0 / 0	None
yafK	Function unknown; required for biofilm production ... ...	Periplasmic	28021.32	1 / 1	82.2%
yafL	Function unknown	Periplasmic	28784.88	1 / 1	67.6%
yafM	Function unknown	Cytoplasmic	20041.9	0 / 0	None
yafN	RelB antitoxin homolog; no adjacent cognate toxin ... ...	Cytoplasmic	11233.8	0 / 0	None
yafO	Function unknown	Cytoplasmic	15487.9	0 / 0	None
yafP	Putative acetyltransferase	Cytoplasmic	17555.2	0 / 0	None
yafQ	RelE toxin homolog; adjacent to DinJ antitoxin hom ... ...	Cytoplasmic	10846.66	1 / 0	None
ais	Aluminum-inducible protein; Salmonella ortholog is ... ...	Membrane anchored	22256.64	1 / 1	69.1%
dgsA	Global transcriptional repressor; regulates pts op ... ...	Cytoplasmic	44316.24	1 / 0	None
xapB	xanthosine transporter; member of major facilitato ... ...	Integral Membrane Protein	46140.08	12 / 12	None
yfeN	Function unknown	Outer Membrane ß-barrel protein	29233.3	3 / 0	97.9%
dsdC	LysR-type transcriptional regulator; previously ci ... ...	Cytoplasmic	35332.37	0 / 0	None
ybeH	Function unknown; amidase/nitrilase superfamily; U ... ...	Cytoplasmic	7969.03	0 / 0	None
yqfE	Function unknown	Cytoplasmic	8372.02	0 / 0	None
yqgB	Function unknown	Cytoplasmic	5430.53	0 / 0	None
yqgC	Function unknown	Cytoplasmic	8114.52	0 / 0	None
yqgD	Function unknown	Integral Membrane Protein	9519.32	2 / 2	None
gudD	D-glucarate dehydratase; L-idarate dehydratase; D- ... ...	Cytoplasmic	49141.2	0 / 0	None
gudX	D-glucarate dehydratase homolog of unknown substra ... ...	Cytoplasmic	48849.75	0 / 0	None
gudP	predicted D-glucarate transporter; member of major ... ...	Integral Membrane Protein	49142.31	12 / 12	None
yqcA	Function unknown	Cytoplasmic	16274.23	0 / 0	None
truC	tRNA pseudouridine synthase; specific for the pseu ... ...	Cytoplasmic	29665.8	0 / 0	None
yqcC	Function unknown	Cytoplasmic	12786.59	0 / 0	None
yqcD	Function unknown	Cytoplasmic	32587.6	0 / 0	None
yqcE	predicted transporter; member of major facilitator ... ...	Integral Membrane Protein	46830.96	12 / 12	None
ftnB	Function unknown; ferritin-like protein	Cytoplasmic	18894.55	0 / 0	None
yaiI	Function unknown	Cytoplasmic	21947.05	0 / 0	None
rseB	 The cellular location of this protein was experimentally confirmed Binds periplasmic domain of anti-RpoE sigma factor ... ...	Periplasmic	35749.86	1 / 0	87.6%
rseC	Deletion does not affect sigma E activity	Integral Membrane Protein	16639.48	2 / 2	None
feaB	Catabolism of phenylethylamine	Cytoplasmic	53830.51	1 / 0	None
ydbH	Function unknown	Membrane anchored	96835.04	1 / 1	67%
hslJ	 The cellular location of this protein was experimentally confirmed Heat-inducible gene required for novobiocin resist ... ...	Outer membrane Lipoprotein	15165.72	1 / 0	59.2%
ydbJ	Function unknown	Outer membrane Lipoprotein	8696.03	0 / 0	77.3%
ydbK	Probable pyruvate-flavodoxin oxidoreductase; Salmo ... ...	Cytoplasmic	128824.88	0 / 0	None
elaA	Function unknown.	Cytoplasmic	17419.76	0 / 0	None
elaB	Function unknown.	Membrane anchored	11305.71	1 / 1	None
ldhA	D-lactate dehydrogenase; NAD-dependent	Cytoplasmic	36534.94	0 / 0	None
goaG	Putative GABA or ornithine aminotransferase	Cytoplasmic	44729.23	0 / 0	47.6%
intQ	Defective integrase gene within defective prophage ... ...	Cytoplasmic	45262.09	0 / 0	None
ydgB	Function unknown	Cytoplasmic	26348.41	0 / 0	None
rstA	Putative response regulator	Cytoplasmic	27048.35	0 / 0	None
ydgC	 The cellular location of this protein was experimentally confirmed Function unknown	Integral Membrane Protein	12323.16	4 / 4	93.6%
yfjF	Function unknown	Cytoplasmic	11577.34	0 / 0	None
yfjG	Function unknown	Cytoplasmic	17726.75	0 / 0	None
yfjH	Function unknown	Cytoplasmic	37139.62	1 / 0	None
yfjI	Function unknown	Cytoplasmic	54026.82	0 / 0	None
yfjJ	Function unknown	Cytoplasmic	24560.76	0 / 0	None
yfjK	Function unknown	Cytoplasmic	83062.09	0 / 0	None
yfjL	Function unknown	Cytoplasmic	62006.7	0 / 0	None
yfjM	Function unknown	Cytoplasmic	9967.32	0 / 0	None
yfjN	Function unknown	Cytoplasmic	40061.27	0 / 0	None
yfjO	Function unknown	Cytoplasmic	11933.66	0 / 0	None
yfjP	Function unknown	Cytoplasmic	32094.27	0 / 0	None
yfjQ	Function unknown	Cytoplasmic	31254.73	0 / 0	None
yfjR	Function unknown	Cytoplasmic	26606.09	0 / 0	None
yfjS	Function unknown	Inner membrane lipoprotein	26471.93	0 / 0	99.9%
yfjT	Function unknown	Periplasmic	17099.23	1 / 0	99.5%
yfjU	Function unknown	Cytoplasmic	11823.61	0 / 0	None
yfjV	Function unknown	Integral Membrane Protein	18519.15	4 / 3	None
yfjW	Function unknown	Integral Membrane Protein	64196.6	6 / 5	None
yfjX	Function unknown	Cytoplasmic	17303.43	0 / 0	None
yfjY	Function unknown	Cytoplasmic	17963.81	0 / 0	None
yfjZ	Function unknown	Cytoplasmic	11737.32	0 / 0	None
ypjA	Function unknown	Outer Membrane ß-barrel protein	162742.31	1 / 1	99.4%
yfhL	Function unknown	Cytoplasmic	9791.37	0 / 0	None
cof	Complements deletion mutant for growth on succinat ... ...	Cytoplasmic	30888.68	0 / 0	None
ybaE	predicted transporter subunit; periplasmic-binding ... ...	Cytoplasmic	64991.75	0 / 0	None
ybaO	Function unknown; Rob regulon	Cytoplasmic	20940.82	0 / 0	None
ldcC	Lysine decarboxylase	Cytoplasmic	80590.63	0 / 0	None
tilS	Function unknown	Cytoplasmic	48204.32	0 / 0	None
rof	Inhibitor of Rho factor; pleiotropic effects inclu ... ...	Cytoplasmic	9697.96	0 / 0	None
yaeP	Function unknown	Cytoplasmic	7214.25	0 / 0	None
yaeQ	Salmonella yaeQ ortholog is a multi-copy suppresso ... ...	Cytoplasmic	20876.75	0 / 0	None
yaeR	Function unknown	Cytoplasmic	15708.92	0 / 0	None
ftsK	Cell division and growth; septation; NA-binding me ... ...	Integral Membrane Protein	146663.08	4 / 5	None
modE	Molybdate uptake	Cytoplasmic	28281.31	0 / 0	None
ycjG	L-Ala-D/L-Glu epimerase; also epimerizes some othe ... ...	Cytoplasmic	36391.28	0 / 0	None
ybhD	Function unknown	Membrane anchored	38328.9	2 / 0	None
pgl	6-phosphogluconolactonase	Cytoplasmic	36307.74	0 / 0	None
ymcE	Function unknown; mistakenly thought to be sfa; wh ... ...	Membrane anchored	8727.22	1 / 1	50%
gnsA	Multicopy suppressor of null secG(Cs) and fabA6(Ts ... ...	Cytoplasmic	6575.64	0 / 0	None
yccM	 The cellular location of this protein was experimentally confirmed Function unknown	Integral Membrane Protein	40097.24	7 / 5	None
hrsA	2-O-a-mannosyl-D-glycerate specific enzyme IIABC c ... ...	Integral Membrane Protein	69668.16	9 / 9	None
ybgG	Function unknown	Cytoplasmic	100015.36	0 / 0	None
nei	DNA glycosylase/apurinic lyase; deoxyinosine-speci ... ...	Cytoplasmic	29845.21	0 / 0	None
cobU	Partial cobalamin biosynthesis pathway present in ... ...	Cytoplasmic	20164.08	0 / 0	None
cobC	Probable alpha-ribazole-5-phosphate phosphatase; p ... ...	Cytoplasmic	23308.56	0 / 0	None
nadD	Nicotinate mononucleotide adenylyltransferase; NAD ... ...	Cytoplasmic	24528.01	0 / 0	None
yecJ	Function unknown	Cytoplasmic	9122.62	0 / 0	None
hlyE	 The cellular location of this protein was experimentally confirmed Latent hemolysin expressed in presence of Salmonel ... ...	Secreted and released	34002.96	2 / 1	None
ybaP	Function unknown	Cytoplasmic	29902.6	0 / 0	None
ybaQ	Function unknown	Cytoplasmic	15321.76	0 / 0	None
copA	 The cellular location of this protein was experimentally confirmed copper transporter; member of P-type ATPase superf ... ...	Integral Membrane Protein	87873.46	8 / 8	None
ybaS	Function unknown	Cytoplasmic	32903.44	0 / 0	None
ybaT	predicted transporter; member of amino-acid-polyam ... ...	Integral Membrane Protein	45658.85	12 / 12	None
ppiD	 The cellular location of this protein was experimentally confirmed Peptidylprolyl-cis-trans-isomerase D	Membrane anchored	68150.05	1 / 1	None
ybaV	Function unknown	Periplasmic	12703.69	1 / 0	99.4%
ybaW	Function unknown	Cytoplasmic	15088.36	0 / 0	None
ybaX	Putative aluminum tolerance protein	Cytoplasmic	25514.29	0 / 0	None
ybaY	 The cellular location of this protein was experimentally confirmed Function unknown	Outer membrane Lipoprotein	19431.24	0 / 0	96.3%
ybaZ	Function unknown; putative methyltransferase	Cytoplasmic	14449.59	0 / 0	None
cueR	Activator of copper-responsive regulon genes cueO ... ...	Cytoplasmic	15235.23	0 / 0	None
ybbJ	Function unknown	Integral Membrane Protein	16807.69	2 / 3	None
ybbK	Function unknown	Membrane anchored	33743.22	1 / 1	None
ybbL	predicted transporter subunit; ATP-binding compone ... ...	Cytoplasmic	25382.09	0 / 0	None
ybbM	predicted membrane protein	Integral Membrane Protein	29246.25	7 / 7	61.1%
ybbN	Function unknown	Cytoplasmic	33086.59	0 / 0	None
ybbO	Function unknown	Cytoplasmic	29410.3	0 / 0	None
ybbP	Function unknown	Integral Membrane Protein	89332.51	10 / 10	58.5%
glxR	Tartronate semialdehyde reductase; glyoxylate-indu ... ...	Cytoplasmic	30800.71	0 / 0	None
allS	Transcriptional activator for the allD operon	Cytoplasmic	34511.79	0 / 0	None
fsr	predicted fosmidomycin efflux system; member of ma ... ...	Integral Membrane Protein	43305.7	12 / 10	None
aqpZ	aquaporin; member of major intrinsic protein famil ... ...	Integral Membrane Protein	23702.87	6 / 6	96.7%
panE	 The cellular location of this protein was experimentally confirmed Ketopantoate reductase; NADPH-dependent; also indi ... ...	Cytoplasmic	33870.89	0 / 0	None
yajL	Function unknown; PfpI/HchA protease/chaperone fam ... ...	Cytoplasmic	21022.47	1 / 0	None
thiI	Thiamin biosynthesis; required for adenylation/thi ... ...	Cytoplasmic	54973.26	0 / 0	None
yqeK	Function unknown	Cytoplasmic	16823.29	0 / 0	None
yfaO	Function unknown	Cytoplasmic	16370.78	0 / 0	None
torZ	 The cellular location of this protein was experimentally confirmed Periplasmic trimethylamine oxide (TMAO) reductase; ... ...	Periplasmic	89722.18	1 / 0	100%
torY	 The cellular location of this protein was experimentally confirmed Cytochrome c homolog required for periplasmic redu ... ...	Periplasmic with N-terminal membrane anchor	40286.59	1 / 1	94%
yedK	Function unknown	Cytoplasmic	24979.34	0 / 0	None
yedL	Putative acetyltransferase	Cytoplasmic	17891.53	0 / 0	None
yedM	Function unknown	Cytoplasmic	13396.3	0 / 0	None
yedN	Function unknown	Cytoplasmic	19844.12	0 / 0	None
emrK	 The cellular location of this protein was experimentally confirmed EmrKY-TolC multidrug resistance efflux pump; membr ... ...	Periplasmic	42585.57	1 / 1	99%
emrY	predicted multidrug efflux system; member of major ... ...	Integral Membrane Protein	56001.39	14 / 13	None
yfdE	Function unknown	Cytoplasmic	43339.93	2 / 0	None
ygaM	Function unknown	Membrane anchored	12287.82	1 / 1	None
nrdH	Glutaredoxin-like protein involved as a hydrogen d ... ...	Cytoplasmic	9139.51	0 / 0	None
nrdI	Part of nrdHIEF operon; function unknown; stimulat ... ...	Cytoplasmic	15340.42	0 / 0	None
ygaP	Function unknown	Integral Membrane Protein	18638.8	2 / 2	None
yqgE	Function unknown; low abundance protein; homologou ... ...	Cytoplasmic	23332.09	0 / 0	None
yqgF	Function unknown; related to Holliday junction res ... ...	Cytoplasmic	15186.34	0 / 0	None
glcF	Glycolate oxidase subunit; FeS protein	Cytoplasmic	45110.32	0 / 0	None
mhpE	4-Hydroxy-2-oxovalerate aldolase; utilizes MHP	Cytoplasmic	36470.6	0 / 0	None
mhpT	predicted 3-hydroxyphenylpropionic transporter; me ... ...	Integral Membrane Protein	43418.13	12 / 12	77.8%
yaiL	Function unknown	Cytoplasmic	24222.92	1 / 0	None
frmB	Function unknown	Cytoplasmic	31424.6	0 / 0	None
frmR	Function unknown	Cytoplasmic	11227.94	0 / 0	None
yaiO	Function unknown	Periplasmic	29040.42	1 / 1	99.7%
yaiP	Function unknown; related to intercellular adhesio ... ...	Integral Membrane Protein	44708.71	3 / 4	None
tauB	taurine transporter subunit; ATP-binding component ... ...	Cytoplasmic	28296.84	1 / 0	None
tauA	 The cellular location of this protein was experimentally confirmed taurine transporter subunit; periplasmic-binding p ... ...	Periplasmic	36459.66	0 / 0	99.8%
tauC	taurine transporter subunit; membrane component; m ... ...	Integral Membrane Protein	29812.03	6 / 6	None
yaiS	Function unknown	Cytoplasmic	15499.81	1 / 0	None
dtpD	Peptide transporter; member of proton-dependent ol ... ...	Integral Membrane Protein	54159.22	14 / 14	None
ybgI	Function unknown	Cytoplasmic	26892.55	0 / 0	None
ybgJ	Function unknown	Cytoplasmic	23946.67	0 / 0	None
ybgK	Function unknown	Cytoplasmic	34386.5	0 / 0	None
ybgL	Function unknown; low abundance protein	Cytoplasmic	25800.46	1 / 0	None
ypjI	Function unknown	Cytoplasmic	9849.96	0 / 0	None
abrB	predicted membrane protein; regulator of aidB expr ... ...	Integral Membrane Protein	38939.42	11 / 7	24.1%
ybgO	Function unknown	Periplasmic	40432.75	1 / 0	68.4%
ybgP	Function unknown	Periplasmic	26954.18	0 / 0	99.7%
ybgQ	Function unknown; putative outer membrane export u ... ...	Outer Membrane ß-barrel protein	90443.49	1 / 0	99.9%
ybhF	predicted transporter subunit; ATP-binding compone ... ...	Cytoplasmic	63764.47	0 / 0	None
ybhG	Function unknown; putative membrane fusion protein ... ...	Membrane anchored	36415.98	1 / 1	68.4%
ybiX	Function unknown	Cytoplasmic	26936.48	0 / 0	None
fiu	 The cellular location of this protein was experimentally confirmed Iron-regulated outer membrane protein; binds colic ... ...	Outer Membrane ß-barrel protein	81960.24	1 / 1	94.9%
ybiM	Function unknown	Periplasmic	14575.8	1 / 1	99.9%
ybiN	Function unknown; putative SAM-dependent methyltra ... ...	Cytoplasmic	37349.7	0 / 0	None
ybiO	predicted mechanosensitive channel; member of smal ... ...	Integral Membrane Protein	86843.07	10 / 11	99.7%
ybiP	 The cellular location of this protein was experimentally confirmed Function unknown	Integral Membrane Protein	59706.39	4 / 4	None
mntR	Mn(2+)-responsive transcriptional regulator of mnt ... ...	Cytoplasmic	17640.31	0 / 0	None
ybiR	 The cellular location of this protein was experimentally confirmed predicted transporter; member of the divalent anio ... ...	Integral Membrane Protein	41168.9	10 / 9	None
ybiS	 The cellular location of this protein was experimentally confirmed Function unknown; Rob regulon; low abundance prote ... ...	Periplasmic	33325.39	1 / 1	98.9%
ybiT	predicted transporter subunit; ATP-binding compone ... ...	Cytoplasmic	59858.2	0 / 0	None
ybiU	Function unknown	Cytoplasmic	47329.59	0 / 0	None
ybiV	Sugar phosphatase	Cytoplasmic	30412.93	0 / 0	None
ybiW	Function unknown; homologous to pyruvate formate-l ... ...	Cytoplasmic	90125.66	0 / 0	None
ispU	Undecaprenyl pyrophosphate synthetase	Cytoplasmic	28444.23	1 / 0	None
gloB	Putative glyoxalase II	Cytoplasmic	28434.47	0 / 0	None
yafS	Function unknown; putative SAM-dependent methyltra ... ...	Cytoplasmic	27986.29	0 / 0	None
yafT	 The cellular location of this protein was experimentally confirmed Function unknown	Outer membrane Lipoprotein	29605.79	0 / 0	52.2%
yafU	Function unknown	Integral Membrane Protein	12136.32	2 / 2	None
yafV	Function unknown; amidase/nitrilase superfamily; U ... ...	Cytoplasmic	28924.99	0 / 0	None
yafW	Function unknown	Cytoplasmic	11939.65	0 / 0	None
yafX	Function unknown	Cytoplasmic	17419.62	0 / 0	None
yafY	Function unknown	Cytoplasmic	32996.69	0 / 0	None
yafZ	Function unknown	Cytoplasmic	31652.21	0 / 0	None
ykfA	Function unknown	Cytoplasmic	32023.05	0 / 0	None
perR	Regulatory gene involved in peroxide resistance in ... ...	Cytoplasmic	33638.9	0 / 0	None
ykfC	Function unknown; appears to be in possible new IS ... ...	Cytoplasmic	43165.39	0 / 0	None
mmuP	S-methylmethionine permease; met regulon	Integral Membrane Protein	51476.15	12 / 12	29.2%
mmuM	S-methylmethionine:(seleno)homocysteine methyltran ... ...	Cytoplasmic	33422.93	1 / 0	None
yagE	Function unknown	Cytoplasmic	33316.42	0 / 0	None
yagF	Function unknown	Cytoplasmic	69399.47	0 / 0	None
yagG	Function unknown	Integral Membrane Protein	50632.07	11 / 12	None
yagH	Putative beta-xylosidase; horizontally-transmitted ... ...	Cytoplasmic	60825.2	0 / 0	None
yjjZ	Function unknown; Fur regulon	Integral Membrane Protein	8696.8	3 / 3	None
yagI	Function unknown	Cytoplasmic	27838.01	0 / 0	None
abgB	Involved in aminobenzoyl-glutamate utilization; po ... ...	Cytoplasmic	52193.78	0 / 0	None
abgA	Involved in aminobenzoyl-glutamate utilization; po ... ...	Cytoplasmic	47105.03	1 / 0	None
abgR	Putative regulator of abgABT operon	Cytoplasmic	34058.27	0 / 0	None
ydaL	Function unknown	Cytoplasmic	21512.57	0 / 0	None
ydaM	Function unknown	Cytoplasmic	48761.08	0 / 0	None
ydaN	Zn(II) transporter in Salmonella	Integral Membrane Protein	36612.32	2 / 2	None
ydaO	Function unknown	Cytoplasmic	35561.08	0 / 0	None
intR	Integrase gene within defective prophage Rac	Cytoplasmic	47539.2	0 / 0	None
ydaQ	Function unknown	Cytoplasmic	9225.7	0 / 0	None
racR	Element of defective prophage Rac; repressor	Cytoplasmic	17663.16	0 / 0	None
ydaS	Function unknown	Periplasmic	10975.58	0 / 0	43.9%
ydaT	Function unknown	Cytoplasmic	15743.01	0 / 0	None
ydaU	Function unknown	Cytoplasmic	32509.13	1 / 0	None
ydaV	Function unknown	Cytoplasmic	28128.28	0 / 0	None
ydaW	Function unknown	Cytoplasmic	22121.24	0 / 0	None
rzpR	Defective homolog to lambda Rz gene in prophage Ra ... ...	Cytoplasmic	11329.86	0 / 0	None
ydaY	Function unknown	Cytoplasmic	13473.23	0 / 0	None
ynaA	Function unknown	Cytoplasmic	37060.26	0 / 0	None
stfR	Phage lambda stf gene homolog in prophage Rac	Cytoplasmic	114025.73	1 / 0	None
tfaR	Phage lambda tail fiber gene homolog in prophage R ... ...	Cytoplasmic	21336.89	0 / 0	None
pinR	DNA invertase; site-specific recombination; locus ... ...	Cytoplasmic	21908.5	0 / 0	None
ynaE	Function unknown	Cytoplasmic	10108.92	0 / 0	None
ompL	 The cellular location of this protein was experimentally confirmed Outer membrane porin L	Outer Membrane ß-barrel protein	27200.35	1 / 0	94.2%
ompN	 The cellular location of this protein was experimentally confirmed outer membrane pore protein N; non-specific	Outer Membrane ß-barrel protein	41219.96	1 / 0	100%
mppA	 The cellular location of this protein was experimentally confirmed murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP ... ...	Periplasmic	60672.32	0 / 0	97.9%
yeeI	Function unknown	Cytoplasmic	31741.89	0 / 0	None
yeeJ	Function unknown	Cytoplasmic	251363.27	1 / 0	None
yeeL	function unknown	Cytoplasmic	39268.07	0 / 0	None
ykgA	Function unknown; putative transcriptional regulat ... ...	Cytoplasmic	28474.84	0 / 0	None
yeeN	Function unknown	Cytoplasmic	25867.16	1 / 0	None
yeeO	predicted multidrug efflux system; member of multi ... ...	Integral Membrane Protein	60060.84	13 / 11	None
yeeP	Function unknown	Cytoplasmic	27074.27	0 / 0	None
yeeR	Function unknown	Integral Membrane Protein	57469.21	5 / 6	44.4%
yeeS	Function unknown	Cytoplasmic	16557.02	0 / 0	None
yeeT	Function unknown	Cytoplasmic	8410.74	0 / 0	None
yeeU	Function unknown	Cytoplasmic	13683.65	0 / 0	None
yeeV	Function unknown	Cytoplasmic	13898.99	0 / 0	None
yeeW	Function unknown	Cytoplasmic	6958.79	0 / 0	None
yeeX	Function unknown	Cytoplasmic	15132.57	0 / 0	None
yeeY	Function unknown	Cytoplasmic	34900.14	1 / 0	None
yeeZ	Function unknown	Periplasmic	29680.06	0 / 0	88.3%
yfhM	Function unknown	Inner membrane lipoprotein	181585.89	0 / 0	74.8%
iscU	Putative iron-sulfur cluster formation function	Cytoplasmic	13848.64	0 / 0	None
hycI	Maturation endoprotease for Ni-containing hydrogen ... ...	Cytoplasmic	17056.61	0 / 0	None
iscR	Transcriptional repressor for isc operon; contains ... ...	Cytoplasmic	17336.62	0 / 0	None
ylbE	Function unknown	Cytoplasmic	35668.39	0 / 0	None
fdrA	In multicopy; suppresses negative ftsH mutations	Integral Membrane Protein	58596.29	1 / 0	None
yecM	Function unknown; low abundance protein	Cytoplasmic	21449.43	0 / 0	None
cld	Regulator of lipopolysaccharide O-chain length; ge ... ...	Integral Membrane Protein	37974.75	2 / 2	None
ugd	Putative UDP-glucose 6-dehydrogenase; Salmonella o ... ...	Cytoplasmic	43657.02	0 / 0	None
slyA	Transcriptional regulator that activates crytpic h ... ...	Cytoplasmic	16594.38	0 / 0	None
slyB	 The cellular location of this protein was experimentally confirmed Putative lipoprotein adjacent to slyA	Outer membrane Lipoprotein	15601.72	1 / 0	68.2%
csgD	Transcriptional regulator for csgBA; csgD insertio ... ...	Cytoplasmic	24935.54	0 / 0	None
csgE	 The cellular location of this protein was experimentally confirmed predicted periplasmic protein; involved in curli a ... ...	Periplasmic	14878.83	0 / 0	87.3%
csgF	 The cellular location of this protein was experimentally confirmed predicted periplasmic protein; involved in curli a ... ...	Periplasmic	15055.85	1 / 1	99.7%
csgG	 The cellular location of this protein was experimentally confirmed outer membrane lipoprotein; involved in curli asse ... ...	Outer membrane Lipoprotein	30557.25	0 / 0	50.8%
csgC	Possible secretion or assembly protein for bacteri ... ...	Periplasmic	11966.69	0 / 0	47.1%
gmr	Modulates protein stability of RNase II; non-essen ... ...	Cytoplasmic	74665.25	0 / 0	None
rfaE	Heptose 7-phosphate kinase/heptose 1-phosphate ade ... ...	Cytoplasmic	51050.77	0 / 0	None
ybfL	Function unknown	Cytoplasmic	32416.44	0 / 0	None
csiE	Stationary phase inducible protein; sigma S-depend ... ...	Cytoplasmic	49829.67	0 / 0	None
sodC	 The cellular location of this protein was experimentally confirmed Superoxide dismutase; Cu; Zn	Periplasmic	17681.03	0 / 0	98.6%
ydhF	Function unknown	Cytoplasmic	33675.77	0 / 0	None
gloA	Glyoxalase I	Cytoplasmic	14919.89	0 / 0	None
feaR	Regulates expression of tynA and feaB(padA)	Cytoplasmic	34620.47	0 / 0	None
ybjD	Function unknown	Cytoplasmic	63589.43	0 / 0	None
ybjE	Function unknown	Integral Membrane Protein	34384.73	9 / 8	None
ybjF	Function unknown; putative SAM-dependent methyltra ... ...	Cytoplasmic	41955.98	0 / 0	None
ompG	 The cellular location of this protein was experimentally confirmed Novel monomeric OM porin; induced by AI-2 pheromon ... ...	Outer Membrane ß-barrel protein	34913.36	0 / 0	84.8%
flxA	Member of FliA regulon; function unknown	Cytoplasmic	12207.75	0 / 0	None
ycfL	Function unknown	Outer membrane Lipoprotein	13981.15	0 / 0	74.4%
ycfM	 The cellular location of this protein was experimentally confirmed Function unknown	Outer membrane Lipoprotein	22515.73	0 / 0	48.3%
thiK	Thiamine Kinase	Cytoplasmic	32397.4	0 / 0	None
nagZ	Beta-N-acetylglucosaminidase	Cytoplasmic	37594.89	0 / 0	None
ycfP	Function unknown	Cytoplasmic	23310.67	0 / 0	None
ycfQ	Function unknown	Cytoplasmic	26203.97	0 / 0	None
ycfR	Function unknown	Periplasmic	8815.07	1 / 0	99.2%
ycfS	Function unknown	Periplasmic	34636.04	1 / 1	94.3%
ycfT	predicted membrane protein	Integral Membrane Protein	40833.82	9 / 8	None
lolC	 The cellular location of this protein was experimentally confirmed outer membrane lipoprotein transporter subunit; me ... ...	Integral Membrane Protein	43263.96	4 / 4	None
lolD	outer membrane lipoprotein transporter subunit; AT ... ...	Cytoplasmic	24856.62	1 / 0	None
lolE	 The cellular location of this protein was experimentally confirmed outer membrane lipoprotein transporter subunit; me ... ...	Integral Membrane Protein	45344.39	4 / 4	None
ycfX	Encodes N-acetyl-D-Glucosamine Kinase activities	Cytoplasmic	33042.82	2 / 0	None
cobB	Partial cobalamin biosynthesis pathway present in ... ...	Cytoplasmic	31464.15	1 / 0	None
ycfZ	Function unknown	Integral Membrane Protein	28864.96	4 / 4	81.3%
ymfA	Function unknown	Integral Membrane Protein	17846.59	2 / 2	None
ymfB	Function unknown	Cytoplasmic	17432.98	0 / 0	None
rluE	23S rRNA pseudouridine synthase; specific for the ... ...	Cytoplasmic	23660.0	0 / 0	None
ymfD	Function unknown; putative SAM-dependent methyltra ... ...	Cytoplasmic	25147.0	0 / 0	None
ymfE	Function unknown	Integral Membrane Protein	27578.73	4 / 4	None
caiF	Regulatory gene; transcriptional activation of cai ... ...	Cytoplasmic	19396.19	0 / 0	None
yfhQ	Function unknown; low abundance protein	Cytoplasmic	27048.04	0 / 0	None
yfhR	Function unknown	Membrane anchored	32516.27	1 / 1	None
hcaT	predicted 3-phenylpropionic transporter; member of ... ...	Integral Membrane Protein	41592.92	12 / 12	None
hcaR	Transcriptional LysR-type activator of the hca ope ... ...	Cytoplasmic	32838.39	2 / 0	None
hcaE	3-phenylpropionate and hydrocinnamic acid dioxygen ... ...	Cytoplasmic	51109.37	0 / 0	None
hcaF	3-phenylpropionate and hydrocinnamic acid dioxygen ... ...	Cytoplasmic	20579.3	0 / 0	None
hcaC	Putative ferredoxin subunit of 3-phenylpropionate ... ...	Cytoplasmic	11328.83	0 / 0	None
hcaB	Putative 2;3-dihydroxy-2;3-dihydrophenylpropionate ... ...	Cytoplasmic	28499.71	0 / 0	None
hcaD	Putative ferrodoxin reductase subunit of 3-phenylp ... ...	Cytoplasmic	43978.36	0 / 0	78.1%
yfhK	Function unknown	Integral Membrane Protein	55699.3	2 / 2	92.2%
yphA	 The cellular location of this protein was experimentally confirmed Function unknown	Integral Membrane Protein	17855.69	4 / 4	None
yphB	Function unknown	Cytoplasmic	32716.56	0 / 0	None
yphC	Function unknown	Cytoplasmic	39353.53	0 / 0	None
yphD	predicted sugar transporter subunit; membrane comp ... ...	Integral Membrane Protein	34483.5	10 / 8	None
yphE	predicted sugar transporter subunit; ATP-binding c ... ...	Cytoplasmic	55016.56	0 / 0	None
yphF	 The cellular location of this protein was experimentally confirmed predicted sugar transporter subunit; periplasmic-b ... ...	Periplasmic	35058.25	1 / 0	99.6%
yphG	Function unknown	Cytoplasmic	127284.49	0 / 0	None
yphH	Function unknown	Cytoplasmic	44780.31	0 / 0	None
ybiY	Function unknown; homologous to pyruvate formate-l ... ...	Cytoplasmic	34139.54	0 / 0	None
fsaA	Fructose-6-phosphate aldolase A	Cytoplasmic	26035.51	1 / 0	None
