 ,Gene,UniProt,NAME,Description,Structure_ID,PDB,Structure_source,MW,MOLARITY,Copy_number,Localization,Localization_source,INCLUDE,COLOR,NOTES,model_id,Copy_number2,NumUsed,Protein_stoichiometry,PDB_coverage,PDB_stoichiometry,PDB_quality,Localization_multiple,need_dummy,PRINCIPAL_VECTOR,OFFSET,JITTER_MAX,PRINCIPAL_VECTOR_source,TM1_residues,TM2_residues,molecules/sqA
4650,,,CPLX0-7534,"D-serine transport via diffusion (extracellular to periplasm);thiosulfate transport via diffusion (extracellular to periplasm);L-xylulose transport via diffusion (extracellular to periplasm);GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm);L-threonine transport via diffusion (extracellular to periplasm);L-rhamnose transport via diffusion (extracellular to periplasm);L-arabinose transport via diffusion (extracellular to periplasm);(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm);D-glucose 1-phosphate transport via diffusion;Galactitol transport via diffusion (extracellular to periplasm);Indole transport via diffusion (extracellular to periplasm);D-cysteine transport via diffusion (extracellular to periplasm);shikimate transport via diffusion (extracellular to periplasm);N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm);D-Alanine transport via diffusion (extracellular to periplasm);L-fucose transport via diffusion (extracellular to periplasm);dUMP transport via diffusion (extracellular to periplasm);5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm);Minocycline transport via diffusion (extracellular to periplasm);Doxorubicin transport via diffusion (extracellular to periplasm);2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm);N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm);D-galacturonate transport via diffusion (extracellular to periplasm);dIMP transport via diffusion (extracellular to periplasm);AMP transport via diffusion (extracellular to periplasm);L-glutamate transport via diffusion (extracellular to periplasm);D-fructuronate transport via diffusion (extracellular);L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm);D-fructose transport via diffusion (extracellular to periplasm);Trimethylamine N-oxide transport via diffusion (extracellular to periplasm);Mannose 6-phosphate transport via diffusion (extracellular to periplasm);superoxide anion transport via diffusion (extracellular to periplasm);2,3-diaminopropionate transport via diffusion;Ribose 5-phosphate transport via diffusion (extracellular to periplasm);L-idonate transport via diffusion (extracellular to periplasm);Acetate transport via diffusion (extracellular to periplasm);L-Lyxose transport via diffusion (extracellular to periplasm);L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm);L-isoleucine transport via diffusion (extracellular to periplasm);UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm);L-lactate transport via diffusion (extracellular to periplasm);D-tartrate transport via diffusion (extracellular to periplasm);pyridoxine transport via diffusion (extracellular);UDP-D-glucuronate transport via diffusion (extracellular to periplasm);Glycerol-3-phosphate transport via diffusion (extracellular to periplasm);agmatine transport via diffusion (extracellular to periplasm);selenate transport via diffusion (extracellular to periplasm);4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm);D-glucarate transport via diffusion (extracellular to periplasm);L-methionine transport via diffusion (extracellular to periplasm);Pantothenate transport via diffusion (extracellular to periplasm);L-carnitine transport via diffusion (extracellular to periplasm);inositol transport via diffusion (extracellular to periplasm);(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm);N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm);propionate transport via diffusion;L-phenylalanine transport via diffusion (extracellular to periplasm);spermidine transport via diffusion (extracellular to periplasm);D-glucuronat transport via diffusion (extracellular to periplasm);cobalt (Co+2) transport via diffusion (extracellular to periplasm);iron (II) transport via diffusion (extracellular to periplasm);pyridoxamine transport via diffusion (extracellular);Manganese (Mn+2) transport via diffusion (extracellular to periplasm);Chloramphenicol transport via diffusion (extracellular to periplasm);cytosine transport via diffusion (extracellular to periplasm);allantoin transport via diffusion (extracellular to periplasm);adenine transport via diffusion (extracellular to periplasm);glucose transport via diffusion (extracellular to periplasm);O-Acetyl-L-serine transport via diffusion (extracellular to periplasm);L-aspartate transport via diffusion (extracellular to periplasm);Butyrate transport via diffusion (extracellular to periplasm);phopho-L-tyrosine transport via diffusion (extracellular to periplasm);L-methionine S-oxide diffusion (extracellular);ethanesulfonate transport via diffusion (extracellular to periplasm);hydrogen transport via diffusion (extracellular to periplasm);glucose 6-phosphate transport via diffusion (extracellular to periplasm);dopamine transport via diffusion (extracellular to periplasm);phosphate transport via diffusion (extracellular to periplasm);citrate transport via diffusion (extracellular to periplasm);UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm);23cUMP transport via diffusion (extracellular to periplasm);melibiose transport via diffusion (extracellular to periplasm);Fusidic acid transport via diffusion (extracellular to periplasm);Biotin transport via diffusion (extracellular to periplasm);isethionate transport via diffusion (extracellular to periplasm);nitrite transport via diffusion (extracellular to periplasm);Dimethyl sulfoxide transport via diffusion (extracellular to periplasm);XMP transport via diffusion (extracellular to periplasm);nickel transport via diffusion (extracellular to periplasm);fructoselysine transporter via diffusion (extracellular);mercury (Hg+2) transport via diffusion (extracellular to periplasm);D-glucosamine transport via diffusion (extracellular to periplasm);LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm);nitrious oxide transport via diffusion (extracellular to periplasm);L-Prolinylglycine transport via diffusion (extracellular to periplasm);Hexanoate transport via diffusion (extracellular to periplasm);Trimethylamine transport via diffusion (extracellular to periplasm);D-xylose transport via diffusion (extracellular to periplasm);potassium transport via diffusion (extracellular to periplasm);zinc (Zn+2) transport via diffusion (extracellular to periplasm);sucrose transport transport via diffusion (extracellular to periplasm);cytidine transport via diffusion (extracellular to periplasm);Fumarate transport via diffusion (extracellular to periplasm);selenite transport via diffusion (extracellular to periplasm);Tetracycline transport via diffusion (extracellular to periplasm);Thiamine transport via diffusion (extracellular to periplasm);D-Malate transport via diffusion (extracellular to periplasm);ribose transport via diffusion (extracellular to periplasm);glycerol transport via diffusion (extracellular to periplasm);beta D-galactose transport via diffusion (extracellular to periplasm);phospho-L-serine transport via diffusion (extracellular to periplasm);N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm);glutathione (ox) transport via diffusion (extracellular to periplasm);L-tryptophan transport via diffusion (extracellular to periplasm);glycero-3-phosphocholine transport via diffusion (extracellular to periplasm);Decanoate transport via diffusion (extracellular to periplasm);L-lysine transport via diffusion (extracellular to periplasm);L-homoserine transport via diffusion (extracellular to periplasm);xanthine transport via diffusion (extracellular to periplasm);IMP transport via diffusion (extracellular to periplasm);3-hydroxycinnamic acid transport via diffusion (extracellular to periplasm);5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm);L-glutamine transport via diffusion (extracellular to periplasm);H2O transport via diffusion (extracellular to periplasm);L-valine transport via diffusion (extracellular to periplasm);1,5-Diaminopentane transport via diffusion (extracellular to periplasm);mannitol transport via diffusion (extracellular to periplasm);3AMP transport via diffusion (extracellular to periplasm);L-histidine transport via diffusion (extracellular to periplasm);GDP transport via diffusion (extracellular to periplasm);magnesium (Mg+2) transport via diffusion (extracellular to periplasm);D-methionine transport via diffusion (extracellular to periplasm);ammonia transport via diffusion (extracellular to periplasm);S-methyl-L-methionine transport via diffusion (extracellular to periplasm);chitobiose transport via diffusion (extracellular to periplasm);L-arginine transport via diffusion (extracellular to periplasm);L-Cysteinylglycine transport via diffusion (extracellular to periplasm);dTMP transport via diffusion (extracellular to periplasm);D-galactarte transport via diffusion (extracellular to periplasm);N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm);2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm);Allose transport via diffusion (extracellular to periplasm);D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm);Dihydroxyacetone transport via diffusion (extracellular to periplasm);choline transport via diffusion (extracellular to periplasm);Glycine transport via diffusion (extracellular to periplasm);glycerophosphserine transport via diffusion (extracellular to periplasm);Octanoate transport via diffusion (extracellular to periplasm);beta-alanine transport via diffusion (extracellular to periplasm);chloride (Cl-1) transport via diffusion (extracellular to periplasm);D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm);trehalose transport via diffusion (extracellular to periplasm);Dimethyl sulfide transport via diffusion (extracellular to periplasm);arsenite transport via diffusion (extracellular to periplasm);L-methionine R-oxide diffusion (extracellular);hydrogen peroxide transport via diffusion (external);fructose 6-phosphate transport via diffusion (extracellular to periplasm);dGMP transport via diffusion (extracellular to periplasm);23cGMP transport via diffusion (extracellular to periplasm);sodium transport via diffusion (extracellular to periplasm);23cAMP transport via diffusion (extracellular to periplasm);CMP transport via diffusion (extracellular to periplasm);UMP transport via diffusion (extracellular to periplasm);3CMP transport via diffusion (extracellular to periplasm);dAMP transport via diffusion (extracellular to periplasm);Thiocyanate transport via diffusion (extracellular to periplasm);3GMP transport via diffusion (extracellular to periplasm);molybdate transport via diffusion (extracellular to periplasm);SO2 transport via diffusion (extracellular to periplasm);NMN transport via diffusion (extracellular to periplasm);L-alanine transport via diffusion (extracellular to periplasm);ethanol transport via diffusion (extracellular to periplasm);LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm);oxygen transport via diffusion (extracellular to periplasm);guanosine transport via diffusion (extracellular to periplasm);cadmium (Cd+2) transport via diffusion (extracellular to periplasm);calcium (Ca+2) transport via diffusion (extracellular to periplasm);D-gluconate transport via diffusion (extracellular to periplasm);Glyceraldehyde transport via diffusion (extracellular to periplasm);glycerophoglycerol transport via diffusion (extracellular to periplasm);h2s transport via diffusion (extracellular to periplasm);3-(3-hydroxyphenyl)propionate transport via diffusion (extracellular to periplasm);D-sorbitol transport via diffusion (extracellular to periplasm);acetaldehyde transport via diffusion (extracellular to periplasm);Orotate transport via diffusion (extracellular to periplasm);phospho-L-threonine transport via diffusion (extracellular to periplasm);UDPgalactose transport via diffusion (extracellular to periplasm);meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm);Glycine betaine transport via diffusion (extracellular to periplasm);Methanol transport via diffusion (extracellular to periplasm);Malate transport via diffusion (extracellular to periplasm);phenethylacetaldehyde transport via diffusion (extracellular to periplasm);L-asparagine transport via diffusion (extracellular to periplasm);Cyanate transport via diffusion (extracellular to periplasm);sulfate transport via diffusion (extracellular to periplasm);GMP transport via diffusion (extracellular to periplasm);3UMP transport via diffusion (extracellular to periplasm);phenethylamine transport via diffusion (extracellular to periplasm);copper (Cu+2) transport via diffusion (extracellular to periplasm);ethanolamine transport via diffusion (extracellular);D-carnitine transport via diffusion (extracellular to periplasm);3-phenylpropionate transport via diffusion (extracellular to periplasm);D-galactonate transport via diffusion (extracellular to periplasm);formate transport via diffusion (extracellular to periplasm);psicoselysine transporter via diffusion (extracellular);butanesulfonate transport via diffusion (extracellular to periplasm);glycolate transport via diffusion (extracellular to periplasm);L-ascorbate transport via diffusion (extracellular to periplasm);methanesulfonate transport via diffusion (extracellular to periplasm);D-galactose transport via diffusion (extracellular to periplasm);succinate transport via diffusion (extracellular to periplasm);acetoacetate transport via diffusion (extracellular to periplasm);glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm);Lactose transport via diffusion (extracellular to periplasm);glutathione transport via diffusion (extracellular to periplasm);N-acetylneuraminate transport via diffusion (extracellular to periplasm);pyruvate transport via diffusion (extracellular to periplasm);Urea transport via diffusion (extracellular to periplasm);arbutin transport via diffusion (extracellular to periplasm);pyridoxal transport via diffusion (extracellular);tyramine transport via diffusion (extracellular to periplasm);23cCMP transport via diffusion (extracellular to periplasm);uracil transport via diffusion (extracellular to periplasm);N-acetylmuramate transport via diffusion (extracellular to periplasm);proton transport via diffusion (extracellular to periplasm);thymidine transport via diffusion (extracellular to periplasm);UDPglucose transport via diffusion (extracellular to periplasm);copper (Cu+1) transport via diffusion (extracellular to periplasm);D-lactate transport via diffusion (extracellular to periplasm);L-galactonate transport via diffusion (extracellular to periplasm);deoxyinosine transport via diffusion (extracellular to periplasm);Cyanide transport via diffusion (extracellular to periplasm);3-hydroxypropionate transport via diffusion (extracellular to periplasm);D-mannose transport via diffusion (extracellular to periplasm);iron (III) transport via diffusion (extracellular to periplasm);sulfite transport via diffusion (extracellular to periplasm);L-serine transport via diffusion (extracellular to periplasm);Glycerol-2-phosphate transport via diffusion (extracellular to periplasm);nitric oxide transport via diffusion (extracellular to periplasm);putrescine transport via diffusion (extracellular to periplasm);deoxyguanosine transport via diffusion (extracellular to periplasm);dCMP transport via diffusion (extracellular to periplasm);nitrate transport via diffusion (extracellular to periplasm);Quinate transport via diffusion (extracellular to periplasm);sulfoaceate transport via diffusion (extracellular to periplasm);4-aminobutyrate transport via diffusion (extracellular to periplasm);xanthosine transport via diffusion (extracellular to periplasm);gamma-butyrobetaine transport via diffusion (extracellular to periplasm);Tartrate transport via diffusion (extracellular to periplasm);CO2 transport via diffusion (extracellular to periplasm);glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm);thymine transport via diffusion (extracellular to periplasm);lipoate transport via diffusion (extracellular to periplasm);dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm);L-cysteine transport via diffusion (extracellular to periplasm);L-leucine transport via diffusion (extracellular to periplasm);Phosphonate transport via diffusion (extracellular to periplasm);alpha-ketoglutarate transport via diffusion (extracellular to periplasm);ornithine transport via diffusion (extracellular to periplasm);L-tyrosine transport via diffusion (extracellular to periplasm);D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm);GTP transport via diffusion (extracellular to periplasm);taurine transport via diffusion (extracellular to periplasm);tungstate transport via diffusion (extracellular to periplasm);propanal transport via diffusion (extracellular to periplasm);Nicotinic acid transport via diffusion (extracellular to periplasm);formaldehyde transport via diffusion (extracellular to periplasm);D-glycerate transport via diffusion (extracellular to periplasm);L-proline transport via diffusion (extracellular to periplasm);Hypoxanthine transport via diffusion (extracellular to periplasm);D-galactose 1-phosphate transport via diffusion (extracellular to periplasm)",4lse,4lse.pdb,Protein Data Bank,117969.996,0.0,,Outer_Membrane,iJL1678,,,,ECOLIme,0.0,0,b0929:3,complete,4lse:1,all-experimental,,,,,,,,,0.0
4651,,,CPLX0-7535,Arginine/agmatine antiport (periplasm),5j4i,5j4i.pdb,Protein Data Bank,93703.93,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b4115:2,complete,5j4i:1,all-experimental,,,,,,,,,0.0
4652,,,CPLX0-7564_mod_nadph_mod_nadh_mod_fad_mod_cobalt2,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp);1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),3f7t,3f7t.pdb,Protein Data Bank,69527.24,9.383166866854067e-10,,Cytosol,iJL1678,x,,,ECOLIme,1.0,-1,b0029:2,complete,3f7t:1,all-experimental,,,,,,,,,
4653,,,CPLX0-761,hypoxanthine dehydrogenase;xanthine dehydrogenase,,,I-TASSER; SWISS-MODEL,129782.90400000001,1.0039988547533851e-07,,Cytosol,iJL1678,,,,ECOLIme,107.0,-107,b2868:1; b2866:1; b2867:1,dummy,Q46800_1_288_3hrd:1; XDHA_ECOLI:1; Q46801_1_152_4zoh:1,all-homology,,True,,,,,,,
4654,,,CPLX0-7614,ATP phosphoribosyltransferase,,,SWISS-MODEL,66721.73599999999,1.3633741457538956e-06,,Cytosol,iJL1678,,,,ECOLIme,1453.0,-1453,b2019:2,dummy,P60757_5_299_1h3d:2,all-homology,,True,,,,,,,
4655,,,CPLX0-7615_mod_mg2,5-dehydro-4-deoxyglucarate aldolase,1dxe_bio1,1dxe_bio1_merged.pdb,Protein Data Bank,164275.27800000002,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b3126:6,complete,1dxe_bio1:1,all-experimental,,,,,,,,,
4656,,,CPLX0-7616,tartronate semialdehyde reductase,P77161_2_291_1yb4,P77161_2_291_1yb4.pdb,SWISS-MODEL,123182.808,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0509:4,complete,P77161_2_291_1yb4:1,all-homology,,,,,,,,,
4657,,,CPLX0-7617,CPLX0-7617,1r95,1r95.pdb,Protein Data Bank,24182.933999999997,0.0,,Cytosol,Arbitrary assignment,,,,ECOLIme,0.0,0,b0156:2,complete,1r95:1,all-experimental,,,,,,,,,
4658,,,CPLX0-7622_mod_4fe4s,L-serine deaminase,P42630_2_451_4rqo,P42630_2_451_4rqo.pdb,SWISS-MODEL,97025.73,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b4471:2,complete,P42630_2_451_4rqo:1,all-homology,,,,,,,,,
4659,,,CPLX0-7625_mod_cobalt2,5_prime_-nucleotidase (dIMP);5_prime_-nucleotidase (dCMP);5_prime_-nucleotidase (dUMP);5_prime_-nucleotidase (dGMP);5_prime_-nucleotidase (dTMP);5_prime_-nucleotidase (dAMP),2pau_bio1,2pau_bio1_merged.pdb,Protein Data Bank,45402.23,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2291:2,complete,2pau_bio1:1,all-experimental,,,,,,,,,
4660,,,CPLX0-7629,sodium proton antiporter (H:NA is 2) (periplasm),P13738_10_388_4au5,P13738_10_388_4au5.pdb,SWISS-MODEL,82723.936,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b0019:2,complete,P13738_10_388_4au5:1,all-homology,,,,,,,,,0.0
4661,,,CPLX0-7630_mod_ca2,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm);Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm);Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm);Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm);Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm);Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm);Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",,,Protein Data Bank,94489.088,0.0,,Periplasm,iJL1678,,,,ECOLIme,0.0,0,b0494:4,dummy,1ivn_bio2:2,all-experimental,,,,,,,,,
4662,,,CPLX0-7631_mod_mn2,L-fucose isomerase,1fui,1fui.pdb,Protein Data Bank,389771.52,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2802:6,complete,1fui:1,all-experimental,,,,,,,,,
4663,,,CPLX0-7633_mod_zn2,L-fuculose 1-phosphate aldolase,2fua_bio1,2fua_bio1_merged.pdb,Protein Data Bank,95081.6,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2800:4,complete,2fua_bio1:1,all-experimental,,,,,,,,,
4664,,,CPLX0-7641,iron (Fe+2) transport out via proton antiport (periplasm);zinc (Zn+2) transport out via proton antiport (periplasm);cadmium (Cd+2) transport out via proton antiport (periplasm);manganese (Mn+2) transport out via proton antiport (periplasm);cobalt (Co+2) transport out via proton antiport (periplasm);nickle (Ni+2) transport out via proton antiport (periplasm);mercury (Hg+2) transport out via proton antiport (periplasm),2qfi_bio2,2qfi_bio2_merged.pdb,Protein Data Bank,65846.798,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b3915:2,complete,2qfi_bio2:1,all-experimental,,,,,,,,,0.0
4665,,,CPLX0-7642,Glycine betaine transport via proton symport (periplasm);cronobetaine outward transport (H+ antiport);D-carnitine outward transport (H+ antiport);L-proline reversible transport via proton symport (periplasm);L-carnitine outward transport (H+ antiport),1r48,1r48.pdb,Protein Data Bank,109690.20800000001,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b4111:2,complete,1r48:1,all-experimental,,,,,,,,,0.0
4666,,,CPLX0-7643,"2-dehydropantoate 2-reductase;ketol-acid reductoisomerase (2-Acetolactate);ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",3ulk_bio2,3ulk_bio2_merged.pdb,Protein Data Bank,216220.796,1.8766333733708134e-09,,Cytosol,iJL1678,x,,,ECOLIme,2.0,-2,b3774:4,complete,3ulk_bio2:1,all-experimental,,,,,,,,,
4667,,,CPLX0-7643_mod_mg2,"2-dehydropantoate 2-reductase;ketol-acid reductoisomerase (2-Acetolactate);ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",3ulk_bio2,3ulk_bio2_merged.pdb,Protein Data Bank,216220.796,6.5682168067978465e-09,,Cytosol,iJL1678,x,,,ECOLIme,7.0,-7,b3774:4,complete,3ulk_bio2:1,all-experimental,,,,,,,,,
4668,,,CPLX0-7647_mod_k_mod_mg2,ribokinase,1rk2_bio1,1rk2_bio1_merged.pdb,Protein Data Bank,64557.054000000004,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b3752:2,complete,1rk2_bio1:1,all-experimental,,,,,,,,,
4669,,,CPLX0-7652,Lyxose isomerase;L-rhamnose isomerase,P32170_3_418_1de6,P32170_3_418_1de6.pdb,SWISS-MODEL,188738.108,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b3903:4,complete,P32170_3_418_1de6:1,all-homology,,,,,,,,,
4670,,,CPLX0-7652_mod_mn2,Lyxose isomerase;L-rhamnose isomerase,P32170_3_418_1de6,P32170_3_418_1de6.pdb,SWISS-MODEL,188738.108,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b3903:4,complete,P32170_3_418_1de6:1,all-homology,,,,,,,,,
4671,,,CPLX0-7653,H2O transport via diffusion (periplasm),1rc2_bio3,1rc2_bio3_merged.pdb,Protein Data Bank,94811.60800000001,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b0875:4,complete,1rc2_bio3:1,all-experimental,,,,,,,,,0.0
4672,,,CPLX0-7654,Glyceraldehyde facilitated diffusion (periplasm);Urea transport via facilitate diffusion (periplasm);glycerol transport via channel (periplasm),P0AER0_6_259_1ldf,P0AER0_6_259_1ldf.pdb,SWISS-MODEL,119112.53199999999,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b3927:4,complete,P0AER0_6_259_1ldf:1,all-homology,,,,,,,,,0.0
4673,,,CPLX0-7655,"maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible;maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible;maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible;maltohexaose transport via diffusion (extracellular to periplasm) irreversible;1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible;Maltotriose transport via diffusion (extracellular to periplasm) irreversible;D-glucose transport via diffusion (extracellular to periplasm) irreversible",1mpm_bio1,1mpm_bio1_merged.pdb,Protein Data Bank,149685.909,0.0,,Outer_Membrane,iJL1678,,,,ECOLIme,0.0,0,b4036:3,complete,1mpm_bio1:1,all-experimental,,,,,,,,,0.0
4674,,,CPLX0-7659,diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp);5-amino-6-(5-phosphoribosylamino)uracil reductase,2g6v_bio1,2g6v_bio1_merged.pdb,Protein Data Bank,80677.054,2.2519600480449757e-08,,Cytosol,iJL1678,x,,,ECOLIme,24.0,-24,b0414:2,complete,2g6v_bio1:1,all-experimental,,,,,,,,,
4675,,,CPLX0-7660,sedoheptulose 7-phosphate isomerase,2i2w_bio3,2i2w_bio3_merged.pdb,Protein Data Bank,83243.276,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0222:4,complete,2i2w_bio3:1,all-experimental,,,,,,,,,
4676,,,CPLX0-7674,potassium transport in via proton symport (periplasm),P31069_170_381_4gx0,P31069_170_381_4gx0.pdb,SWISS-MODEL,184231.068,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b1250:4,complete,P31069_170_381_4gx0:1,all-homology,,,,,,,,,0.0
4677,,,CPLX0-7684,L-valine reversible transport via proton symport (periplasm),,,I-TASSER,38141.529,0.0,,Inner_Membrane,iJL1678,,,,ECOLIme,0.0,0,b2682:1; b2683:1,dummy,YGAZ_ECOLI:1; YGAH_ECOLI:1,all-homology,,,,,,,,,0.0
4678,,,CPLX0-7685,hypoxanthine phosphoribosyltransferase (Hypoxanthine);guanine phosphoribosyltransferase,P0A9M2_1_177_5knx,P0A9M2_1_177_5knx.pdb,SWISS-MODEL,80433.144,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0125:4,complete,P0A9M2_1_177_5knx:1,all-homology,,,,,,,,,
4679,,,CPLX0-7687,succinate-semialdehyde dehydrogenase (NADP);succinate-semialdehyde dehydrogenase (NAD),3efv_bio3,3efv_bio3_merged.pdb,Protein Data Bank,99416.094,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b1525:2,complete,3efv_bio3:1,all-experimental,,,,,,,,,
4680,,,CPLX0-7688,succinate-semialdehyde dehydrogenase (NADP),P25526_2_482_3jz4,P25526_2_482_3jz4.pdb,SWISS-MODEL,206848.91600000003,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2661:4,complete,P25526_2_482_3jz4:1,all-homology,,,,,,,,,
4681,,,CPLX0-7692_mod_mg2,Nucleoside triphosphate pyrophosphorylase (datp);Nucleoside triphosphate pyrophosphorylase (atp);Nucleoside triphosphate pyrophosphorylase (utp);Nucleoside triphosphate pyrophosphorylase (dctp);Nucleoside triphosphate pyrophosphorylase (dgtp);Nucleoside triphosphate pyrophosphorylase (ctp);Nucleoside triphosphate pyrophosphorylase (gtp);Nucleoside triphosphate pyrophosphorylase (dttp),P0AEY3_2_260_3cra,P0AEY3_2_260_3cra.pdb,SWISS-MODEL,60784.554000000004,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b2781:2,complete,P0AEY3_2_260_3cra:1,all-homology,,,,,,,,,
4682,,,CPLX0-7694,glutaminase,1u60_bio4,1u60_bio4_merged.pdb,Protein Data Bank,131569.536,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b0485:4,complete,1u60_bio4:1,all-experimental,,,,,,,,,
4683,,,CPLX0-7695,glutaminase,1u60_bio2,1u60_bio2_merged.pdb,Protein Data Bank,67023.488,0.0,,Cytosol,iJL1678,,,,ECOLIme,0.0,0,b1524:2,complete,1u60_bio2:1,all-experimental,,,,,,,,,
